 ,Area,Mean,MinThr,MaxThr
1,4481,2.231,2,32767
2,3882,2.185,2,32767
3,4005,2.193,2,32767
4,3530,2.185,2,32767
5,3444,2.179,2,32767
6,3300,2.169,2,32767
7,3842,2.162,2,32767
8,3606,2.158,2,32767
9,3524,2.173,2,32767
10,3738,2.166,2,32767
11,3338,2.159,2,32767
12,3594,2.141,2,32767
13,3713,2.141,2,32767
14,3750,2.139,2,32767
15,3684,2.176,2,32767
16,3000,2.144,2,32767
17,3169,2.134,2,32767
18,3484,2.146,2,32767
19,3970,2.151,2,32767
20,3695,2.154,2,32767
21,3792,2.156,2,32767
22,3396,2.155,2,32767
23,2941,2.187,2,32767
24,3166,2.186,2,32767
25,3573,2.186,2,32767
26,3166,2.185,2,32767
27,3416,2.180,2,32767
28,3378,2.213,2,32767
29,3087,2.232,2,32767
30,2982,2.205,2,32767
31,2683,2.188,2,32767
32,3135,2.245,2,32767
33,3266,2.221,2,32767
34,2979,2.192,2,32767
35,3037,2.176,2,32767
36,2802,2.187,2,32767
37,3495,2.188,2,32767
38,3493,2.193,2,32767
39,3659,2.176,2,32767
40,3111,2.182,2,32767
41,3743,2.205,2,32767
42,3713,2.216,2,32767
43,4232,2.233,2,32767
44,4043,2.219,2,32767
45,3611,2.220,2,32767
46,3308,2.224,2,32767
47,3446,2.249,2,32767
48,3218,2.246,2,32767
49,3300,2.238,2,32767
50,3839,2.220,2,32767
51,4549,2.233,2,32767
52,4182,2.201,2,32767
53,3893,2.209,2,32767
54,4273,2.216,2,32767
55,4282,2.215,2,32767
56,3554,2.226,2,32767
57,3246,2.226,2,32767
58,3532,2.236,2,32767
59,4174,2.244,2,32767
60,3762,2.234,2,32767
61,3869,2.233,2,32767
62,3216,2.243,2,32767
63,3549,2.223,2,32767
64,4018,2.277,2,32767
65,3805,2.345,2,32767
66,3904,2.308,2,32767
67,4041,2.313,2,32767
68,4140,2.360,2,32767
69,4345,2.377,2,32767
70,5105,2.407,2,32767
71,4775,2.442,2,32767
72,5039,2.454,2,32767
73,5604,2.484,2,32767
74,5548,2.566,2,32767
75,6723,2.513,2,32767
76,7595,2.558,2,32767
77,7299,2.592,2,32767
78,7426,2.588,2,32767
79,7648,2.595,2,32767
80,7704,2.589,2,32767
81,7338,2.640,2,32767
82,7442,2.674,2,32767
83,7635,2.645,2,32767
84,8147,2.628,2,32767
85,8051,2.644,2,32767
86,8013,2.598,2,32767
87,8474,2.615,2,32767
88,7462,2.662,2,32767
89,7270,2.608,2,32767
90,7029,2.707,2,32767
91,6841,2.662,2,32767
92,6060,2.699,2,32767
93,5951,2.692,2,32767
94,5762,2.664,2,32767
