 ,Area,Mean,MinThr,MaxThr
1,5969,2.437,2,32767
2,5196,2.431,2,32767
3,5337,2.432,2,32767
4,4185,2.483,2,32767
5,4556,2.438,2,32767
6,3862,2.486,2,32767
7,3706,2.499,2,32767
8,4059,2.423,2,32767
9,4170,2.462,2,32767
10,4740,2.358,2,32767
11,4034,2.440,2,32767
12,4398,2.370,2,32767
13,4857,2.330,2,32767
14,4311,2.358,2,32767
15,4616,2.318,2,32767
16,4295,2.362,2,32767
17,4842,2.342,2,32767
18,5527,2.310,2,32767
19,5828,2.294,2,32767
20,5526,2.299,2,32767
21,5887,2.301,2,32767
22,6517,2.278,2,32767
23,5202,2.283,2,32767
24,5897,2.291,2,32767
25,6086,2.275,2,32767
26,6068,2.277,2,32767
27,5516,2.282,2,32767
28,5305,2.320,2,32767
29,4990,2.321,2,32767
30,4381,2.300,2,32767
31,4146,2.320,2,32767
32,3708,2.297,2,32767
33,3971,2.286,2,32767
34,3448,2.325,2,32767
35,3115,2.306,2,32767
36,3538,2.313,2,32767
37,3324,2.324,2,32767
38,3211,2.331,2,32767
39,3777,2.310,2,32767
40,3687,2.307,2,32767
41,3591,2.343,2,32767
42,3985,2.288,2,32767
43,3661,2.269,2,32767
44,3714,2.254,2,32767
45,3362,2.309,2,32767
46,3667,2.257,2,32767
47,3638,2.242,2,32767
48,3904,2.248,2,32767
49,3374,2.304,2,32767
50,2795,2.263,2,32767
51,4395,2.217,2,32767
52,4038,2.257,2,32767
53,4344,2.218,2,32767
54,4018,2.206,2,32767
55,4367,2.216,2,32767
56,3206,2.196,2,32767
57,3871,2.209,2,32767
58,3198,2.231,2,32767
59,4001,2.221,2,32767
60,3691,2.193,2,32767
61,3721,2.189,2,32767
62,3871,2.236,2,32767
63,4266,2.225,2,32767
64,4108,2.203,2,32767
65,4758,2.234,2,32767
66,4407,2.208,2,32767
67,4802,2.224,2,32767
68,4258,2.209,2,32767
69,5337,2.227,2,32767
70,5296,2.245,2,32767
71,5215,2.231,2,32767
72,4445,2.258,2,32767
73,4783,2.296,2,32767
74,5222,2.290,2,32767
75,5797,2.280,2,32767
76,5513,2.315,2,32767
77,4783,2.312,2,32767
78,3972,2.353,2,32767
79,4689,2.353,2,32767
80,4528,2.359,2,32767
81,4691,2.366,2,32767
82,4326,2.406,2,32767
83,4418,2.449,2,32767
84,4736,2.428,2,32767
85,4793,2.438,2,32767
86,4767,2.419,2,32767
87,5211,2.422,2,32767
88,4362,2.484,2,32767
89,5009,2.455,2,32767
90,4859,2.426,2,32767
91,5218,2.379,2,32767
92,4989,2.390,2,32767
93,4801,2.398,2,32767
94,5650,2.376,2,32767
95,4655,2.406,2,32767
96,5312,2.386,2,32767
97,4950,2.396,2,32767
98,4904,2.385,2,32767
99,5151,2.394,2,32767
100,5804,2.323,2,32767
101,5321,2.385,2,32767
102,4627,2.409,2,32767
