 ,Area,Mean,MinThr,MaxThr
1,156.737,3.594,3,32767
2,172.849,3.869,3,32767
3,198.346,3.907,3,32767
4,222.904,3.603,3,32767
5,263.105,3.514,3,32767
6,239.485,3.621,3,32767
7,160.960,3.791,3,32767
8,198.346,3.651,3,32767
9,203.195,3.647,3,32767
10,199.284,3.649,3,32767
11,165.497,3.678,3,32767
12,173.005,3.573,3,32767
13,174.726,3.707,3,32767
14,188.178,3.541,3,32767
15,206.636,3.603,3,32767
16,198.346,3.800,3,32767
17,211.016,3.669,3,32767
18,200.692,3.734,3,32767
19,202.413,3.769,3,32767
20,258.882,3.550,3,32767
21,210.547,3.793,3,32767
22,179.262,3.576,3,32767
23,236.200,3.657,3,32767
24,200.379,3.781,3,32767
25,237.452,3.688,3,32767
26,187.083,3.755,3,32767
27,219.776,3.673,3,32767
28,222.435,3.641,3,32767
29,197.720,3.577,3,32767
30,212.737,3.650,3,32767
31,169.876,3.712,3,32767
32,161.742,3.628,3,32767
33,166.748,3.723,3,32767
34,187.083,3.657,3,32767
35,167.999,3.742,3,32767
36,202.726,3.457,3,32767
37,216.804,3.519,3,32767
38,220.401,3.707,3,32767
39,179.418,3.663,3,32767
40,200.223,3.494,3,32767
41,213.988,3.615,3,32767
42,168.312,3.603,3,32767
43,161.117,3.645,3,32767
44,134.994,3.876,3,32767
45,145.474,3.790,3,32767
46,120.290,4.181,3,32767
47,136.245,3.827,3,32767
48,138.748,3.839,3,32767
49,128.893,3.840,3,32767
50,131.083,3.894,3,32767
51,125.452,3.859,3,32767
52,108.089,3.855,3,32767
53,144.692,3.572,3,32767
54,159.709,3.686,3,32767
55,203.977,3.670,3,32767
56,172.379,3.632,3,32767
57,172.066,3.678,3,32767
58,161.430,3.685,3,32767
59,135.620,3.877,3,32767
60,138.592,3.788,3,32767
61,138.435,3.810,3,32767
62,121.072,3.827,3,32767
63,103.866,4.172,3,32767
64,116.692,3.945,3,32767
65,109.966,4.021,3,32767
66,105.117,4.132,3,32767
67,112.469,4.132,3,32767
68,104.335,3.969,3,32767
69,107.307,4.050,3,32767
70,89.162,4.425,3,32767
71,106.055,4.075,3,32767
72,101.206,4.131,3,32767
73,112.469,3.929,3,32767
74,112.625,3.926,3,32767
75,126.234,3.960,3,32767
76,147.664,3.735,3,32767
77,172.536,3.726,3,32767
78,152.044,3.722,3,32767
79,148.290,3.807,3,32767
80,110.435,3.969,3,32767
81,149.072,3.726,3,32767
82,138.122,3.844,3,32767
83,111.061,3.915,3,32767
84,106.368,3.949,3,32767
85,112.312,3.907,3,32767
86,110.435,3.956,3,32767
87,100.424,4.048,3,32767
88,94.793,4.083,3,32767
89,106.212,3.946,3,32767
90,106.681,3.990,3,32767
91,115.754,3.954,3,32767
92,125.139,3.911,3,32767
93,108.871,3.932,3,32767
94,118.569,3.814,3,32767
95,115.128,3.825,3,32767
96,100.424,3.944,3,32767
97,120.134,3.826,3,32767
98,131.240,3.771,3,32767
99,135.307,3.776,3,32767
100,141.877,3.733,3,32767
101,143.597,3.708,3,32767
102,145.005,3.732,3,32767
103,160.022,3.680,3,32767
104,130.614,3.703,3,32767
105,134.837,3.864,3,32767
106,121.385,3.881,3,32767
107,134.994,3.809,3,32767
108,131.083,3.846,3,32767
109,130.770,3.776,3,32767
110,133.117,3.753,3,32767
111,132.335,3.754,3,32767
112,120.916,3.798,3,32767
113,133.586,3.835,3,32767
114,158.458,3.664,3,32767
115,154.078,3.643,3,32767
116,146.100,3.718,3,32767
117,138.279,3.708,3,32767
118,149.072,3.738,3,32767
119,148.134,3.665,3,32767
120,160.647,3.786,3,32767
121,161.430,3.709,3,32767
122,169.876,3.680,3,32767
123,164.558,3.669,3,32767
124,150.480,3.801,3,32767
125,188.022,3.585,3,32767
126,205.072,3.591,3,32767
127,215.709,3.561,3,32767
128,245.586,3.466,3,32767
129,227.597,3.504,3,32767
130,180.983,3.596,3,32767
131,183.329,3.617,3,32767
132,157.675,3.709,3,32767
133,166.279,3.738,3,32767
134,144.379,3.775,3,32767
135,117.474,3.820,3,32767
136,101.832,4.060,3,32767
137,120.603,3.997,3,32767
138,111.843,3.969,3,32767
139,124.044,3.828,3,32767
140,141.564,3.749,3,32767
141,123.731,3.914,3,32767
142,165.809,3.793,3,32767
143,144.536,3.806,3,32767
144,136.402,3.808,3,32767
145,149.854,3.794,3,32767
146,153.921,3.771,3,32767
147,136.715,3.809,3,32767
148,111.217,3.844,3,32767
149,111.530,3.940,3,32767
150,106.525,3.996,3,32767
151,108.871,4.132,3,32767
152,113.251,4.033,3,32767
153,113.251,4.010,3,32767
154,114.346,3.962,3,32767
155,112.938,4.066,3,32767
156,151.888,3.802,3,32767
157,140.782,3.872,3,32767
158,139.530,3.882,3,32767
159,129.988,3.791,3,32767
160,131.865,3.950,3,32767
161,138.122,3.792,3,32767
162,156.737,3.744,3,32767
163,158.301,3.792,3,32767
164,156.268,3.850,3,32767
165,149.229,3.817,3,32767
166,134.837,3.973,3,32767
167,148.446,3.847,3,32767
168,137.184,3.821,3,32767
169,131.553,3.826,3,32767
170,122.949,3.873,3,32767
171,122.011,3.868,3,32767
172,115.597,3.825,3,32767
173,117.318,3.847,3,32767
174,123.419,3.864,3,32767
175,135.463,3.849,3,32767
176,136.402,3.817,3,32767
177,127.955,3.872,3,32767
178,135.620,3.782,3,32767
179,149.072,3.827,3,32767
180,132.335,3.857,3,32767
181,139.217,3.613,3,32767
182,125.608,3.788,3,32767
183,129.206,3.751,3,32767
184,140.938,3.743,3,32767
185,136.871,3.786,3,32767
186,133.586,3.782,3,32767
187,141.720,3.748,3,32767
188,142.033,3.877,3,32767
189,145.318,3.885,3,32767
190,135.776,3.796,3,32767
191,138.592,3.832,3,32767
192,140.469,3.772,3,32767
193,128.268,3.879,3,32767
194,125.296,3.801,3,32767
195,128.424,3.882,3,32767
196,134.525,3.735,3,32767
197,145.005,3.807,3,32767
198,162.994,3.658,3,32767
199,171.597,3.642,3,32767
200,171.910,3.667,3,32767
