 ,Area,Mean,MinThr,MaxThr
1,503,4.362,3,32767
2,463,4.086,3,32767
3,470,4.245,3,32767
4,449,4.118,3,32767
5,434,4.244,3,32767
6,414,4.147,3,32767
7,386,4.184,3,32767
8,428,3.928,3,32767
9,405,3.993,3,32767
10,382,4.154,3,32767
11,426,4.016,3,32767
12,440,4.143,3,32767
13,386,4.365,3,32767
14,375,4.235,3,32767
15,441,3.984,3,32767
16,443,4.138,3,32767
17,410,4.215,3,32767
18,406,4.150,3,32767
19,439,4.071,3,32767
20,420,4.117,3,32767
21,364,4.033,3,32767
22,371,4.275,3,32767
23,433,4.113,3,32767
24,428,4.121,3,32767
25,393,4.120,3,32767
26,397,4.048,3,32767
27,413,4.262,3,32767
28,351,3.917,3,32767
29,374,4.174,3,32767
30,367,4.302,3,32767
31,379,4.103,3,32767
32,346,4.121,3,32767
33,287,3.906,3,32767
34,360,4.019,3,32767
35,362,4.276,3,32767
36,354,4.011,3,32767
37,349,4.281,3,32767
38,358,4.154,3,32767
39,337,4.166,3,32767
40,346,3.890,3,32767
41,373,4.129,3,32767
42,427,3.871,3,32767
43,340,4.012,3,32767
44,410,3.922,3,32767
45,417,3.878,3,32767
46,403,4.099,3,32767
47,439,3.977,3,32767
48,398,3.884,3,32767
49,429,3.946,3,32767
50,460,3.946,3,32767
51,439,3.818,3,32767
52,356,4.118,3,32767
53,279,3.935,3,32767
54,274,4.387,3,32767
55,319,4.069,3,32767
56,234,4.692,3,32767
57,332,4.069,3,32767
58,286,3.958,3,32767
59,283,3.799,3,32767
60,248,3.923,3,32767
61,206,4.655,3,32767
62,374,4.021,3,32767
63,479,4.336,3,32767
64,274,3.599,3,32767
65,386,3.935,3,32767
66,290,3.679,3,32767
67,203,4.271,3,32767
68,216,4.449,3,32767
69,274,4.365,3,32767
70,340,3.897,3,32767
71,256,3.875,3,32767
72,200,4.580,3,32767
73,158,4.310,3,32767
74,180,3.983,3,32767
75,168,4.518,3,32767
76,158,6.247,3,32767
77,157,4.873,3,32767
78,214,4.290,3,32767
79,172,4.599,3,32767
80,292,4.092,3,32767
81,227,4.242,3,32767
82,196,4.474,3,32767
83,317,3.842,3,32767
84,319,3.790,3,32767
85,380,3.900,3,32767
86,425,3.984,3,32767
87,431,3.810,3,32767
88,452,3.976,3,32767
89,373,3.989,3,32767
90,391,4.033,3,32767
91,397,3.854,3,32767
92,508,3.760,3,32767
93,638,3.942,3,32767
94,450,3.864,3,32767
95,524,3.786,3,32767
96,591,3.834,3,32767
97,480,3.817,3,32767
98,699,3.805,3,32767
99,664,3.742,3,32767
100,627,3.949,3,32767
101,623,3.817,3,32767
102,374,4.289,3,32767
103,579,3.933,3,32767
104,524,4.260,3,32767
105,455,4.182,3,32767
106,420,4.100,3,32767
107,564,4.027,3,32767
108,404,4.698,3,32767
109,597,3.898,3,32767
110,586,3.971,3,32767
111,551,4.336,3,32767
112,630,3.867,3,32767
113,538,4.147,3,32767
114,362,3.401,3,32767
115,666,4.087,3,32767
116,662,3.634,3,32767
117,611,3.830,3,32767
118,568,3.810,3,32767
119,546,3.907,3,32767
120,509,3.917,3,32767
121,539,3.907,3,32767
122,510,4.073,3,32767
123,514,4.270,3,32767
124,453,4.291,3,32767
125,406,4.500,3,32767
126,554,3.816,3,32767
127,612,3.709,3,32767
128,578,3.889,3,32767
129,550,3.655,3,32767
130,459,3.917,3,32767
131,436,4.037,3,32767
132,406,3.736,3,32767
133,436,4.119,3,32767
134,420,3.986,3,32767
135,460,4.098,3,32767
136,383,4.193,3,32767
137,336,3.964,3,32767
138,249,4.213,3,32767
139,293,4.294,3,32767
140,472,3.956,3,32767
141,441,4.141,3,32767
142,485,4.068,3,32767
143,299,4.512,3,32767
144,224,4.545,3,32767
145,350,3.869,3,32767
146,444,3.795,3,32767
147,321,4.146,3,32767
148,323,4.118,3,32767
149,443,3.797,3,32767
150,471,3.830,3,32767
151,434,3.767,3,32767
152,440,4.180,3,32767
153,566,3.795,3,32767
154,520,3.831,3,32767
155,484,3.981,3,32767
156,458,3.965,3,32767
157,482,3.824,3,32767
158,458,3.721,3,32767
159,490,3.682,3,32767
160,398,4.070,3,32767
161,390,3.844,3,32767
162,361,3.737,3,32767
163,393,3.804,3,32767
164,395,4.005,3,32767
165,370,3.854,3,32767
166,380,3.929,3,32767
167,367,3.796,3,32767
168,310,3.861,3,32767
169,343,3.848,3,32767
170,337,3.917,3,32767
171,375,3.957,3,32767
172,340,3.965,3,32767
173,397,4.013,3,32767
174,373,3.922,3,32767
175,389,3.969,3,32767
176,382,3.895,3,32767
177,413,3.877,3,32767
178,437,3.867,3,32767
179,447,3.837,3,32767
180,447,3.884,3,32767
181,383,3.880,3,32767
182,339,4.183,3,32767
183,345,3.670,3,32767
184,284,3.588,3,32767
185,324,3.685,3,32767
186,217,4.276,3,32767
187,285,4.084,3,32767
188,313,4.310,3,32767
189,193,4.720,3,32767
190,210,4.333,3,32767
191,144,5.681,3,32767
192,218,3.853,3,32767
193,171,4.456,3,32767
194,272,3.743,3,32767
195,297,3.946,3,32767
196,148,4.459,3,32767
197,248,3.629,3,32767
198,256,3.645,3,32767
199,376,3.793,3,32767
200,350,3.709,3,32767
