 ,Area,Mean,MinThr,MaxThr
1,105.273,4.153,3,32767
2,96.044,3.995,3,32767
3,93.854,4.005,3,32767
4,88.692,4.078,3,32767
5,90.570,4.022,3,32767
6,89.005,4.004,3,32767
7,82.905,3.987,3,32767
8,82.748,3.915,3,32767
9,62.257,4.123,3,32767
10,51.307,4.659,3,32767
11,60.067,4.216,3,32767
12,63.195,4.205,3,32767
13,76.491,4.084,3,32767
14,62.257,4.186,3,32767
15,55.687,3.961,3,32767
16,65.698,4.000,3,32767
17,40.983,4.565,3,32767
18,45.050,4.708,3,32767
19,47.084,3.957,3,32767
20,73.050,3.717,3,32767
21,59.598,4.402,3,32767
22,87.910,3.665,3,32767
23,80.246,3.710,3,32767
24,96.044,3.827,3,32767
25,92.134,3.871,3,32767
26,88.380,3.857,3,32767
27,94.324,4.018,3,32767
28,91.195,3.804,3,32767
29,96.201,4.091,3,32767
30,96.826,4.079,3,32767
31,95.419,3.972,3,32767
32,112.000,3.708,3,32767
33,105.117,3.860,3,32767
34,103.553,3.867,3,32767
35,117.787,3.987,3,32767
36,115.441,3.958,3,32767
37,121.229,3.994,3,32767
38,156.111,3.813,3,32767
39,168.312,4.033,3,32767
40,195.999,4.216,3,32767
41,190.524,3.867,3,32767
42,210.077,4.211,3,32767
43,218.055,4.216,3,32767
44,224.625,4.303,3,32767
45,233.541,4.419,3,32767
46,224.468,4.544,3,32767
47,203.977,4.352,3,32767
48,225.876,4.479,3,32767
49,223.999,4.520,3,32767
50,220.245,4.533,3,32767
51,200.379,4.210,3,32767
52,179.575,4.166,3,32767
53,169.876,4.153,3,32767
54,194.748,4.235,3,32767
55,197.407,4.323,3,32767
56,159.552,4.308,3,32767
57,208.357,4.176,3,32767
58,185.832,4.261,3,32767
59,200.066,4.206,3,32767
60,180.357,4.466,3,32767
61,176.290,4.214,3,32767
62,209.921,4.063,3,32767
63,188.335,4.145,3,32767
64,182.390,4.294,3,32767
65,195.217,4.135,3,32767
66,168.469,4.339,3,32767
67,153.452,4.333,3,32767
68,182.860,4.074,3,32767
69,150.011,4.287,3,32767
70,146.256,4.083,3,32767
71,132.804,4.230,3,32767
72,138.435,4.001,3,32767
73,175.195,3.913,3,32767
74,137.184,4.029,3,32767
75,158.927,3.979,3,32767
76,156.424,3.926,3,32767
77,136.245,3.844,3,32767
78,135.620,3.932,3,32767
79,134.837,4.059,3,32767
80,147.351,3.987,3,32767
81,128.581,3.882,3,32767
82,128.893,3.924,3,32767
83,115.284,4.014,3,32767
84,116.067,3.912,3,32767
85,104.178,3.845,3,32767
86,103.396,3.790,3,32767
87,76.648,4.190,3,32767
88,83.061,4.013,3,32767
89,63.977,4.665,3,32767
90,93.698,3.945,3,32767
91,67.419,3.826,3,32767
92,51.620,4.188,3,32767
93,42.391,4.952,3,32767
94,57.251,4.022,3,32767
95,61.162,4.054,3,32767
96,46.927,3.833,3,32767
97,65.072,3.697,3,32767
98,48.335,4.223,3,32767
99,52.246,3.808,3,32767
100,71.799,3.941,3,32767
101,71.173,4.057,3,32767
102,56.938,4.080,3,32767
103,53.028,4.018,3,32767
104,42.547,4.246,3,32767
105,47.709,4.351,3,32767
106,44.112,3.947,3,32767
107,42.234,3.956,3,32767
108,39.419,3.889,3,32767
109,34.726,4.851,3,32767
110,48.961,4.032,3,32767
111,53.341,4.132,3,32767
112,40.045,4.082,3,32767
113,50.212,3.832,3,32767
114,50.212,4.168,3,32767
115,42.078,4.007,3,32767
116,56.938,3.736,3,32767
117,47.553,4.020,3,32767
118,60.223,3.990,3,32767
119,61.631,4.036,3,32767
120,61.944,4.028,3,32767
121,68.357,4.023,3,32767
122,62.882,4.104,3,32767
123,73.832,3.924,3,32767
124,63.977,3.870,3,32767
125,61.318,4.128,3,32767
126,53.966,4.154,3,32767
127,55.061,4.151,3,32767
128,57.564,3.897,3,32767
129,62.257,4.219,3,32767
130,55.061,4.241,3,32767
131,58.815,4.136,3,32767
132,58.503,4.059,3,32767
133,61.475,4.102,3,32767
134,56.625,4.262,3,32767
135,50.994,4.107,3,32767
136,40.670,4.008,3,32767
137,52.089,3.733,3,32767
138,35.039,4.679,3,32767
139,36.916,3.970,3,32767
140,46.927,3.743,3,32767
141,38.950,3.996,3,32767
142,39.888,3.969,3,32767
143,47.084,3.581,3,32767
144,39.575,4.028,3,32767
145,53.028,4.027,3,32767
146,51.933,4.006,3,32767
147,35.508,4.432,3,32767
148,40.670,4.212,3,32767
149,45.207,3.882,3,32767
150,46.145,4.007,3,32767
151,46.771,3.893,3,32767
152,36.760,4.298,3,32767
153,29.877,4.288,3,32767
154,43.955,3.957,3,32767
155,55.218,4.218,3,32767
156,46.145,3.993,3,32767
157,34.570,4.538,3,32767
158,53.497,4.032,3,32767
159,44.737,3.692,3,32767
160,30.816,3.949,3,32767
161,54.905,4.305,3,32767
162,31.441,4.010,3,32767
163,33.005,3.626,3,32767
164,36.290,4.134,3,32767
165,38.011,3.967,3,32767
166,53.966,4.490,3,32767
167,30.659,4.082,3,32767
168,29.095,4.392,3,32767
169,43.799,3.489,3,32767
170,42.704,3.802,3,32767
171,38.324,3.816,3,32767
172,28.313,5.276,3,32767
173,45.207,3.747,3,32767
174,47.396,4.069,3,32767
175,38.793,3.774,3,32767
176,37.229,4.517,3,32767
177,38.637,3.725,3,32767
178,57.720,3.949,3,32767
179,39.262,3.892,3,32767
180,35.039,3.799,3,32767
181,47.709,3.787,3,32767
182,43.955,3.936,3,32767
183,32.536,4.293,3,32767
184,31.754,4.768,3,32767
185,60.380,3.720,3,32767
186,57.877,3.862,3,32767
187,41.765,4.581,3,32767
188,50.212,4.159,3,32767
189,61.944,4.111,3,32767
190,59.910,3.718,3,32767
191,44.894,3.909,3,32767
192,39.575,3.723,3,32767
193,75.709,3.831,3,32767
194,38.480,4.289,3,32767
195,36.916,3.826,3,32767
196,59.598,4.016,3,32767
197,55.374,3.822,3,32767
198,38.324,4.306,3,32767
199,54.436,4.126,3,32767
200,40.357,4.357,3,32767
