 ,Area,Mean,MinThr,MaxThr
1,1471.324,2.421,2,32767
2,1270.632,2.463,2,32767
3,1269.381,2.385,2,32767
4,1131.728,2.636,2,32767
5,1210.409,2.665,2,32767
6,1144.398,2.672,2,32767
7,1103.259,2.729,2,32767
8,1056.957,2.684,2,32767
9,1046.477,2.772,2,32767
10,1138.923,2.739,2,32767
11,1136.264,2.647,2,32767
12,1142.365,2.709,2,32767
13,1168.175,2.761,2,32767
14,1088.711,2.812,2,32767
15,1028.801,2.868,2,32767
16,1178.655,2.786,2,32767
17,1193.984,2.767,2,32767
18,1176.465,2.784,2,32767
19,1025.829,2.908,2,32767
20,1048.354,2.862,2,32767
21,1071.348,2.829,2,32767
22,1011.438,2.872,2,32767
23,1057.426,2.948,2,32767
24,1106.856,2.826,2,32767
25,1019.572,2.867,2,32767
26,1031.929,2.896,2,32767
27,985.002,2.907,2,32767
28,1007.527,2.850,2,32767
29,1046.164,2.779,2,32767
30,966.388,2.764,2,32767
31,1084.018,2.663,2,32767
32,1086.521,2.593,2,32767
33,1161.292,2.620,2,32767
34,1244.353,2.619,2,32767
35,1333.984,2.505,2,32767
36,1373.403,2.516,2,32767
37,1158.476,2.547,2,32767
38,1187.571,2.576,2,32767
39,1062.432,2.559,2,32767
40,1056.488,2.623,2,32767
41,944.488,2.716,2,32767
42,1157.694,2.631,2,32767
43,1097.002,2.643,2,32767
44,945.896,2.675,2,32767
45,1043.505,2.657,2,32767
46,1007.058,2.583,2,32767
47,941.047,2.648,2,32767
48,1033.024,2.602,2,32767
49,973.270,2.604,2,32767
50,1020.041,2.564,2,32767
51,1029.270,2.512,2,32767
52,930.723,2.485,2,32767
53,1048.354,2.480,2,32767
54,1049.605,2.445,2,32767
55,1067.594,2.453,2,32767
56,882.388,2.487,2,32767
57,780.869,2.563,2,32767
58,1003.929,2.451,2,32767
59,895.215,2.437,2,32767
60,771.170,2.504,2,32767
61,788.221,2.519,2,32767
62,850.477,2.452,2,32767
63,789.941,2.465,2,32767
64,862.366,2.402,2,32767
65,855.639,2.420,2,32767
66,888.176,2.387,2,32767
67,883.952,2.379,2,32767
68,939.952,2.389,2,32767
69,879.729,2.425,2,32767
70,950.276,2.407,2,32767
71,896.779,2.357,2,32767
72,860.801,2.348,2,32767
73,1041.628,2.326,2,32767
74,1029.739,2.278,2,32767
75,1218.543,2.319,2,32767
76,1139.236,2.372,2,32767
77,1104.979,2.353,2,32767
78,1018.790,2.382,2,32767
79,949.024,2.325,2,32767
80,834.835,2.289,2,32767
81,962.008,2.283,2,32767
82,859.863,2.341,2,32767
83,853.606,2.325,2,32767
84,873.002,2.263,2,32767
85,821.695,2.286,2,32767
86,920.242,2.280,2,32767
87,939.013,2.250,2,32767
88,973.896,2.254,2,32767
89,819.505,2.291,2,32767
90,782.746,2.229,2,32767
91,927.907,2.341,2,32767
92,947.304,2.332,2,32767
93,823.103,2.315,2,32767
94,772.891,2.370,2,32767
95,827.483,2.349,2,32767
96,750.679,2.340,2,32767
97,829.986,2.337,2,32767
98,852.667,2.338,2,32767
99,879.885,2.326,2,32767
100,892.086,2.339,2,32767
101,761.941,2.375,2,32767
102,778.522,2.351,2,32767
103,830.455,2.351,2,32767
104,865.650,2.334,2,32767
105,827.952,2.344,2,32767
106,783.371,2.340,2,32767
107,852.980,2.310,2,32767
108,912.891,2.289,2,32767
109,828.109,2.307,2,32767
110,751.461,2.326,2,32767
111,919.460,2.289,2,32767
112,860.176,2.293,2,32767
113,901.941,2.292,2,32767
114,750.992,2.318,2,32767
115,856.109,2.306,2,32767
116,818.723,2.301,2,32767
117,762.567,2.313,2,32767
118,849.539,2.299,2,32767
119,910.544,2.297,2,32767
120,922.745,2.319,2,32767
121,949.494,2.317,2,32767
122,969.516,2.337,2,32767
123,1117.650,2.318,2,32767
124,1164.733,2.282,2,32767
125,1275.481,2.301,2,32767
126,1295.191,2.286,2,32767
127,1322.721,2.289,2,32767
128,1214.945,2.281,2,32767
129,1167.705,2.311,2,32767
130,1180.688,2.280,2,32767
131,1008.153,2.309,2,32767
132,1008.153,2.290,2,32767
133,790.254,2.333,2,32767
134,666.210,2.319,2,32767
135,767.729,2.297,2,32767
136,725.182,2.332,2,32767
137,726.433,2.348,2,32767
138,774.455,2.306,2,32767
139,670.903,2.338,2,32767
140,717.830,2.350,2,32767
141,720.802,2.341,2,32767
142,822.321,2.315,2,32767
143,663.551,2.349,2,32767
144,618.501,2.356,2,32767
145,533.875,2.382,2,32767
146,506.501,2.383,2,32767
147,519.171,2.367,2,32767
148,591.752,2.401,2,32767
149,595.663,2.374,2,32767
150,665.428,2.352,2,32767
151,591.752,2.400,2,32767
152,574.389,2.360,2,32767
153,665.115,2.327,2,32767
154,657.763,2.372,2,32767
155,696.087,2.330,2,32767
156,637.428,2.351,2,32767
157,657.137,2.385,2,32767
158,662.299,2.315,2,32767
159,699.372,2.337,2,32767
160,727.059,2.331,2,32767
161,712.511,2.359,2,32767
162,594.255,2.380,2,32767
163,683.886,2.362,2,32767
164,721.584,2.360,2,32767
165,769.137,2.354,2,32767
166,800.578,2.354,2,32767
167,797.293,2.326,2,32767
168,836.712,2.356,2,32767
169,825.293,2.323,2,32767
170,838.746,2.325,2,32767
171,829.986,2.311,2,32767
172,776.802,2.330,2,32767
173,956.846,2.279,2,32767
174,984.220,2.264,2,32767
175,917.896,2.291,2,32767
176,774.768,2.291,2,32767
177,807.304,2.305,2,32767
178,952.779,2.266,2,32767
179,918.991,2.275,2,32767
180,944.488,2.275,2,32767
181,769.606,2.286,2,32767
182,744.422,2.308,2,32767
183,785.249,2.301,2,32767
184,805.740,2.302,2,32767
185,795.260,2.306,2,32767
186,713.763,2.337,2,32767
187,689.204,2.339,2,32767
188,780.556,2.345,2,32767
189,712.042,2.327,2,32767
190,750.522,2.336,2,32767
191,701.875,2.347,2,32767
192,697.964,2.350,2,32767
193,814.813,2.313,2,32767
194,880.354,2.295,2,32767
195,846.880,2.290,2,32767
196,952.309,2.296,2,32767
197,1005.963,2.272,2,32767
198,1149.873,2.261,2,32767
199,1146.432,2.293,2,32767
200,1251.861,2.280,2,32767
