
Detailed
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,ID,
4.20912,,Spot,Selected Surfaces - W0,1,0,
4.5853,,Spot,Selected Surfaces - W0,1,1,
1.1596,,Spot,Selected Surfaces - W0,1,2,
0.600329,,Spot,Selected Surfaces - W0,1,3,
0.830261,,Spot,Selected Surfaces - W0,1,4,
1.36445,,Spot,Selected Surfaces - W0,1,5,
3.13996,,Spot,Selected Surfaces - W0,1,6,
1.36443,,Spot,Selected Surfaces - W0,1,7,
2.53333,,Spot,Selected Surfaces - W0,1,8,
5.05028,,Spot,Selected Surfaces - W0,1,9,
1.1596,,Spot,Selected Surfaces - W0,1,10,
1.43903,,Spot,Selected Surfaces - W0,1,11,
2.89705,,Spot,Selected Surfaces - W0,1,12,
0.626244,,Spot,Selected Surfaces - W0,1,13,
5.01608,,Spot,Selected Surfaces - W0,1,14,
1.5423,,Spot,Selected Surfaces - W0,1,15,
2.68404,,Spot,Selected Surfaces - W0,1,16,
1.24539,,Spot,Selected Surfaces - W0,1,17,
1.09088,,Spot,Selected Surfaces - W0,1,18,
0.830261,,Spot,Selected Surfaces - W0,1,19,
1.38329,,Spot,Selected Surfaces - W0,1,20,
2.61675,,Spot,Selected Surfaces - W0,1,21,
1.85653,,Spot,Selected Surfaces - W0,1,22,
1.65026,,Spot,Selected Surfaces - W0,1,23,
2.12559,,Spot,Selected Surfaces - W0,1,24,
2.49807,,Spot,Selected Surfaces - W0,1,25,
6.05242,,Spot,Selected Surfaces - W0,1,26,
14.9438,,Spot,Selected Surfaces - W0,1,27,
1.80009,,Spot,Selected Surfaces - W0,1,28,
0.636773,,Spot,Selected Surfaces - W0,1,29,
2.88242,,Spot,Selected Surfaces - W0,1,30,
2.16487,,Spot,Selected Surfaces - W0,1,31,
7.36865,,Spot,Selected Surfaces - W0,1,32,
2.62994,,Spot,Selected Surfaces - W0,1,33,
2.61311,,Spot,Selected Surfaces - W0,1,34,
3.33286,,Spot,Selected Surfaces - W0,1,35,
1.65023,,Spot,Selected Surfaces - W0,1,36,
3.22188,,Spot,Selected Surfaces - W0,1,37,
2.08438,,Spot,Selected Surfaces - W0,1,38,
1.44276,,Spot,Selected Surfaces - W0,1,39,
3.81379,,Spot,Selected Surfaces - W0,1,40,
1.1596,,Spot,Selected Surfaces - W0,1,41,
4.41143,,Spot,Selected Surfaces - W0,1,42,
1.15961,,Spot,Selected Surfaces - W0,1,43,
2.47587,,Spot,Selected Surfaces - W0,1,44,
2.16246,,Spot,Selected Surfaces - W0,1,45,
1.78978,,Spot,Selected Surfaces - W0,1,46,
2.49807,,Spot,Selected Surfaces - W0,1,47,
2.20492,,Spot,Selected Surfaces - W0,1,48,
1.87902,,Spot,Selected Surfaces - W0,1,49,
2.4688,,Spot,Selected Surfaces - W0,1,50,
0.541462,,Spot,Selected Surfaces - W0,1,51,
4.52479,,Spot,Selected Surfaces - W0,1,52,
1.15961,,Spot,Selected Surfaces - W0,1,53,
0.66257,,Spot,Selected Surfaces - W0,1,54,
5.21553,,Spot,Selected Surfaces - W0,1,55,
1.77503,,Spot,Selected Surfaces - W0,1,56,
2.11679,,Spot,Selected Surfaces - W0,1,57,
2.20491,,Spot,Selected Surfaces - W0,1,58,
2.23556,,Spot,Selected Surfaces - W0,1,59,
1.52563,,Spot,Selected Surfaces - W0,1,60,
5.55512,,Spot,Selected Surfaces - W0,1,61,
2.30399,,Spot,Selected Surfaces - W0,1,62,
3.82733,,Spot,Selected Surfaces - W0,1,63,
3.60019,,Spot,Selected Surfaces - W0,1,64,
4.7847,,Spot,Selected Surfaces - W0,1,65,
3.42856,,Spot,Selected Surfaces - W0,1,66,
3.35266,,Spot,Selected Surfaces - W0,1,67,
1.55145,,Spot,Selected Surfaces - W0,1,68,
1.08966,,Spot,Selected Surfaces - W0,1,69,
1.71163,,Spot,Selected Surfaces - W0,1,70,
3.92128,,Spot,Selected Surfaces - W0,1,71,
2.015,,Spot,Selected Surfaces - W0,1,72,
2.88243,,Spot,Selected Surfaces - W0,1,73,
1.36445,,Spot,Selected Surfaces - W0,1,74,
1.98237,,Spot,Selected Surfaces - W0,1,75,
0.928288,,Spot,Selected Surfaces - W0,1,76,
3.35266,,Spot,Selected Surfaces - W0,1,77,
2.65043,,Spot,Selected Surfaces - W0,1,78,
3.14033,,Spot,Selected Surfaces - W0,1,79,
3.9383,,Spot,Selected Surfaces - W0,1,80,
2.49807,,Spot,Selected Surfaces - W0,1,81,
2.19591,,Spot,Selected Surfaces - W0,1,82,
2.10833,,Spot,Selected Surfaces - W0,1,83,
1.66052,,Spot,Selected Surfaces - W0,1,84,
5.38411,,Spot,Selected Surfaces - W0,1,85,
0.587083,,Spot,Selected Surfaces - W0,1,86,
4.27088,,Spot,Selected Surfaces - W0,1,87,
0.587083,,Spot,Selected Surfaces - W0,1,88,
3.321,,Spot,Selected Surfaces - W0,1,89,
2.16549,,Spot,Selected Surfaces - W0,1,90,
1.87892,,Spot,Selected Surfaces - W0,1,91,
1.15959,,Spot,Selected Surfaces - W0,1,92,
1.99394,,Spot,Selected Surfaces - W0,1,93,
2.00541,,Spot,Selected Surfaces - W0,1,94,
6.22113,,Spot,Selected Surfaces - W0,1,95,
1.15961,,Spot,Selected Surfaces - W0,1,96,
2.40197,,Spot,Selected Surfaces - W0,1,97,
2.18738,,Spot,Selected Surfaces - W0,1,98,
6.36119,,Spot,Selected Surfaces - W0,1,99,
6.24081,,Spot,Selected Surfaces - W0,1,100,
1.76127,,Spot,Selected Surfaces - W0,1,101,
2.34834,,Spot,Selected Surfaces - W0,1,102,
1.93838,,Spot,Selected Surfaces - W0,1,103,
1.65025,,Spot,Selected Surfaces - W0,1,104,
5.47349,,Spot,Selected Surfaces - W0,1,105,
5.41943,,Spot,Selected Surfaces - W0,1,106,
2.66496,,Spot,Selected Surfaces - W0,1,107,
4.19723,,Spot,Selected Surfaces - W0,1,108,
4.50648,,Spot,Selected Surfaces - W0,1,109,
1.29974,,Spot,Selected Surfaces - W0,1,110,
1.90741,,Spot,Selected Surfaces - W0,1,111,
4.23809,,Spot,Selected Surfaces - W0,1,112,
5.84816,,Spot,Selected Surfaces - W0,1,113,
3.73619,,Spot,Selected Surfaces - W0,1,114,
1.49677,,Spot,Selected Surfaces - W0,1,115,
1.68257,,Spot,Selected Surfaces - W0,1,116,
1.98234,,Spot,Selected Surfaces - W0,1,117,
1.66052,,Spot,Selected Surfaces - W0,1,118,
2.30401,,Spot,Selected Surfaces - W0,1,119,
1.17417,,Spot,Selected Surfaces - W0,1,120,
1.98236,,Spot,Selected Surfaces - W0,1,121,
1.87072,,Spot,Selected Surfaces - W0,1,122,
1.98905,,Spot,Selected Surfaces - W0,1,123,
2.40309,,Spot,Selected Surfaces - W0,1,124,
13.2967,,Spot,Selected Surfaces - W0,1,125,
1.72021,,Spot,Selected Surfaces - W0,1,126,
1.07334,,Spot,Selected Surfaces - W0,1,127,
4.79157,,Spot,Selected Surfaces - W0,1,128,
10.1347,,Spot,Selected Surfaces - W0,1,129,
4.2678,,Spot,Selected Surfaces - W0,1,130,
1.36443,,Spot,Selected Surfaces - W0,1,131,
3.64807,,Spot,Selected Surfaces - W0,1,132,
2.52516,,Spot,Selected Surfaces - W0,1,133,
11.8731,,Spot,Selected Surfaces - W0,1,134,
1.80009,,Spot,Selected Surfaces - W0,1,135,
13.882,,Spot,Selected Surfaces - W0,1,136,
13.2791,,Spot,Selected Surfaces - W0,1,137,
2.47207,,Spot,Selected Surfaces - W0,1,138,
1.59719,,Spot,Selected Surfaces - W0,1,139,
2.39235,,Spot,Selected Surfaces - W0,1,140,
14.0302,,Spot,Selected Surfaces - W0,1,141,
14.5982,,Spot,Selected Surfaces - W0,1,142,
16.2424,,Spot,Selected Surfaces - W0,1,143,
0.622711,,Spot,Selected Surfaces - W0,1,144,
1.31621,,Spot,Selected Surfaces - W0,1,145,
17.8683,,Spot,Selected Surfaces - W0,1,146,
3.24823,,Spot,Selected Surfaces - W0,1,147,
1.2954,,Spot,Selected Surfaces - W0,1,148,
2.63243,,Spot,Selected Surfaces - W0,1,149,
14.5375,,Spot,Selected Surfaces - W0,1,150,
0.830261,,Spot,Selected Surfaces - W0,1,151,
2.32117,,Spot,Selected Surfaces - W0,1,152,
0,,Spot,Selected Surfaces - W0,1,153,
1.17417,,Spot,Selected Surfaces - W0,1,154,
2.40905,,Spot,Selected Surfaces - W0,1,155,
1.31276,,Spot,Selected Surfaces - W0,1,156,
1.80009,,Spot,Selected Surfaces - W0,1,157,
0.587105,,Spot,Selected Surfaces - W0,1,158,
3.22124,,Spot,Selected Surfaces - W0,1,159,
2.04263,,Spot,Selected Surfaces - W0,1,160,
0.415131,,Spot,Selected Surfaces - W0,1,161,
1.29974,,Spot,Selected Surfaces - W0,1,162,
1.5321,,Spot,Selected Surfaces - W0,1,163,
2.13958,,Spot,Selected Surfaces - W0,1,164,
2.04263,,Spot,Selected Surfaces - W0,1,165,
2.62552,,Spot,Selected Surfaces - W0,1,166,
0.85756,,Spot,Selected Surfaces - W0,1,167,
0.587083,,Spot,Selected Surfaces - W0,1,168,
2.93545,,Spot,Selected Surfaces - W0,1,169,
1.31275,,Spot,Selected Surfaces - W0,1,170,
2.66498,,Spot,Selected Surfaces - W0,1,171,
2.65813,,Spot,Selected Surfaces - W0,1,172,
0.92826,,Spot,Selected Surfaces - W0,1,173,
1.36443,,Spot,Selected Surfaces - W0,1,174,
0.666193,,Spot,Selected Surfaces - W0,1,175,
3.03443,,Spot,Selected Surfaces - W0,1,176,
1.08274,,Spot,Selected Surfaces - W0,1,177,
1.54229,,Spot,Selected Surfaces - W0,1,178,
2.04263,,Spot,Selected Surfaces - W0,1,179,
0,,Spot,Selected Surfaces - W0,1,180,
14.4959,,Spot,Selected Surfaces - W0,1,181,
1.19132,,Spot,Selected Surfaces - W0,1,182,
13.5262,,Spot,Selected Surfaces - W0,1,183,
1.81073,,Spot,Selected Surfaces - W0,1,184,
3.4289,,Spot,Selected Surfaces - W0,1,185,
1.88784,,Spot,Selected Surfaces - W0,1,186,
11.6098,,Spot,Selected Surfaces - W0,1,187,
2.04264,,Spot,Selected Surfaces - W0,1,188,
2.25715,,Spot,Selected Surfaces - W0,1,189,
4.26055,,Spot,Selected Surfaces - W0,1,190,
3.05691,,Spot,Selected Surfaces - W0,1,191,
13.5835,,Spot,Selected Surfaces - W0,1,192,
4.0933,,Spot,Selected Surfaces - W0,1,193,
0.944607,,Spot,Selected Surfaces - W0,1,194,
0.415131,,Spot,Selected Surfaces - W0,1,195,
2,,Spot,Selected Surfaces - W0,1,196,
1.19344,,Spot,Selected Surfaces - W0,1,197,
2.5524,,Spot,Selected Surfaces - W0,1,198,
4.62401,,Spot,Selected Surfaces - W0,1,199,
2.66496,,Spot,Selected Surfaces - W0,1,200,
0.587083,,Spot,Selected Surfaces - W0,1,201,
14.6555,,Spot,Selected Surfaces - W0,1,202,
1.45363,,Spot,Selected Surfaces - W0,1,203,
2.04263,,Spot,Selected Surfaces - W0,1,204,
14.612,,Spot,Selected Surfaces - W0,1,205,
1.8001,,Spot,Selected Surfaces - W0,1,206,
1.08274,,Spot,Selected Surfaces - W0,1,207,
1.08274,,Spot,Selected Surfaces - W0,1,208,
2.67025,,Spot,Selected Surfaces - W0,1,209,
