
Selection
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,Set 1,ID,
8.06999,,Spot,Selected Surfaces - W2,1,ibranched,0,
3.96942,,Spot,Selected Surfaces - W2,1,ibranched,1,
3.47243,,Spot,Selected Surfaces - W2,1,ibranched,3,
4.93334,,Spot,Selected Surfaces - W2,1,ibranched,4,
4.77354,,Spot,Selected Surfaces - W2,1,ibranched,8,
3.72572,,Spot,Selected Surfaces - W2,1,ibranched,9,
7.06814,,Spot,Selected Surfaces - W2,1,ibranched,10,
5.52025,,Spot,Selected Surfaces - W2,1,ibranched,11,
1.38266,,Spot,Selected Surfaces - W2,1,ibranched,13,
6.88503,,Spot,Selected Surfaces - W2,1,ibranched,15,
7.71442,,Spot,Selected Surfaces - W2,1,ibranched,16,
3.06428,,Spot,Selected Surfaces - W2,1,ibranched,17,
5.4875,,Spot,Selected Surfaces - W2,1,ibranched,18,
8.14898,,Spot,Selected Surfaces - W2,1,ibranched,21,
5.71983,,Spot,Selected Surfaces - W2,1,ibranched,22,
3.07318,,Spot,Selected Surfaces - W2,1,ibranched,23,
5.87415,,Spot,Selected Surfaces - W2,1,ibranched,24,
6.7732,,Spot,Selected Surfaces - W2,1,ibranched,25,
7.58153,,Spot,Selected Surfaces - W2,1,ibranched,26,
6.73031,,Spot,Selected Surfaces - W2,1,ibranched,27,
6.57779,,Spot,Selected Surfaces - W2,1,ibranched,29,
6.95157,,Spot,Selected Surfaces - W2,1,ibranched,30,
4.20991,,Spot,Selected Surfaces - W2,1,ibranched,31,
5.36215,,Spot,Selected Surfaces - W2,1,ibranched,32,
4.49464,,Spot,Selected Surfaces - W2,1,ibranched,33,
1.68742,,Spot,Selected Surfaces - W2,1,ibranched,35,
5.76485,,Spot,Selected Surfaces - W2,1,ibranched,36,
8.06112,,Spot,Selected Surfaces - W2,1,ibranched,37,
3.32651,,Spot,Selected Surfaces - W2,1,ibranched,38,
3.89895,,Spot,Selected Surfaces - W2,1,ibranched,39,
6.71171,,Spot,Selected Surfaces - W2,1,ibranched,40,
6.07006,,Spot,Selected Surfaces - W2,1,ibranched,41,
7.1859,,Spot,Selected Surfaces - W2,1,ibranched,42,
6.45583,,Spot,Selected Surfaces - W2,1,ibranched,43,
2.20492,,Spot,Selected Surfaces - W2,1,ibranched,44,
3.04224,,Spot,Selected Surfaces - W2,1,ibranched,47,
5.29686,,Spot,Selected Surfaces - W2,1,ibranched,50,
3.552,,Spot,Selected Surfaces - W2,1,ibranched,51,
4.83773,,Spot,Selected Surfaces - W2,1,ibranched,52,
7.10102,,Spot,Selected Surfaces - W2,1,ibranched,53,
3.19437,,Spot,Selected Surfaces - W2,1,ibranched,55,
4.12372,,Spot,Selected Surfaces - W2,1,ibranched,56,
4.97863,,Spot,Selected Surfaces - W2,1,ibranched,57,
8.64822,,Spot,Selected Surfaces - W2,1,ibranched,59,
6.02821,,Spot,Selected Surfaces - W2,1,ibranched,63,
6.47128,,Spot,Selected Surfaces - W2,1,ibranched,64,
7.65816,,Spot,Selected Surfaces - W2,1,ibranched,65,
7.60543,,Spot,Selected Surfaces - W2,1,ibranched,67,
6.11826,,Spot,Selected Surfaces - W2,1,ibranched,69,
6.44249,,Spot,Selected Surfaces - W2,1,ibranched,70,
0.642594,,Spot,Selected Surfaces - W2,1,ibranched,71,
2.73631,,Spot,Selected Surfaces - W2,1,ibranched,72,
6.67915,,Spot,Selected Surfaces - W2,1,ibranched,73,
1.90318,,Spot,Selected Surfaces - W2,1,ibranched,75,
0.743408,,Spot,Selected Surfaces - W2,1,ibranched,76,
7.64222,,Spot,Selected Surfaces - W2,1,ibranched,79,
6.04725,,Spot,Selected Surfaces - W2,1,ibranched,80,
5.99507,,Spot,Selected Surfaces - W2,1,ibranched,81,
4.10874,,Spot,Selected Surfaces - W2,1,ibranched,82,
5.12365,,Spot,Selected Surfaces - W2,1,ibranched,83,
4.7674,,Spot,Selected Surfaces - W2,1,ibranched,84,
