
Selection
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,Set 1,ID,
2.78479,,Spot,Selected Surfaces - W2,1,ibranched,0,
2.90037,,Spot,Selected Surfaces - W2,1,ibranched,1,
4.60071,,Spot,Selected Surfaces - W2,1,ibranched,2,
8.30607,,Spot,Selected Surfaces - W2,1,ibranched,3,
7.24152,,Spot,Selected Surfaces - W2,1,ibranched,5,
4.49465,,Spot,Selected Surfaces - W2,1,ibranched,7,
2.32968,,Spot,Selected Surfaces - W2,1,ibranched,9,
4.95606,,Spot,Selected Surfaces - W2,1,ibranched,10,
4.49464,,Spot,Selected Surfaces - W2,1,ibranched,11,
6.7478,,Spot,Selected Surfaces - W2,1,ibranched,13,
5.83998,,Spot,Selected Surfaces - W2,1,ibranched,14,
2.38096,,Spot,Selected Surfaces - W2,1,ibranched,17,
4.56073,,Spot,Selected Surfaces - W2,1,ibranched,20,
6.04269,,Spot,Selected Surfaces - W2,1,ibranched,21,
3.5232,,Spot,Selected Surfaces - W2,1,ibranched,22,
5.91778,,Spot,Selected Surfaces - W2,1,ibranched,24,
3.81561,,Spot,Selected Surfaces - W2,1,ibranched,26,
2.52423,,Spot,Selected Surfaces - W2,1,ibranched,27,
3.90235,,Spot,Selected Surfaces - W2,1,ibranched,29,
5.5361,,Spot,Selected Surfaces - W2,1,ibranched,30,
3.45582,,Spot,Selected Surfaces - W2,1,ibranched,31,
3.20112,,Spot,Selected Surfaces - W2,1,ibranched,32,
2.40082,,Spot,Selected Surfaces - W2,1,ibranched,33,
4.65134,,Spot,Selected Surfaces - W2,1,ibranched,34,
4.87824,,Spot,Selected Surfaces - W2,1,ibranched,37,
2.29695,,Spot,Selected Surfaces - W2,1,ibranched,39,
2.59793,,Spot,Selected Surfaces - W2,1,ibranched,40,
2.23555,,Spot,Selected Surfaces - W2,1,ibranched,42,
4.80268,,Spot,Selected Surfaces - W2,1,ibranched,43,
4.37633,,Spot,Selected Surfaces - W2,1,ibranched,44,
4.27087,,Spot,Selected Surfaces - W2,1,ibranched,48,
2.36215,,Spot,Selected Surfaces - W2,1,ibranched,49,
4.06522,,Spot,Selected Surfaces - W2,1,ibranched,51,
3.45932,,Spot,Selected Surfaces - W2,1,ibranched,56,
2.44901,,Spot,Selected Surfaces - W2,1,ibranched,58,
2.39704,,Spot,Selected Surfaces - W2,1,ibranched,62,
2.72886,,Spot,Selected Surfaces - W2,1,ibranched,63,
2.20351,,Spot,Selected Surfaces - W2,1,ibranched,64,
4.35642,,Spot,Selected Surfaces - W2,1,ibranched,66,
4.37349,,Spot,Selected Surfaces - W2,1,ibranched,69,
4.36311,,Spot,Selected Surfaces - W2,1,ibranched,72,
3.09572,,Spot,Selected Surfaces - W2,1,ibranched,73,
2.40876,,Spot,Selected Surfaces - W2,1,ibranched,74,
4.00822,,Spot,Selected Surfaces - W2,1,ibranched,76,
4.6754,,Spot,Selected Surfaces - W2,1,ibranched,79,
2.22311,,Spot,Selected Surfaces - W2,1,ibranched,81,
4.94343,,Spot,Selected Surfaces - W2,1,ibranched,82,
3.92128,,Spot,Selected Surfaces - W2,1,ibranched,83,
1.36443,,Spot,Selected Surfaces - W2,1,ibranched,84,
