
Selection
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,Set 1,ID,
4.61256,,Spot,Selected Surfaces - W-2,1,ibranched,0,
8.19264,,Spot,Selected Surfaces - W-2,1,ibranched,2,
3.1011,,Spot,Selected Surfaces - W-2,1,ibranched,3,
5.68006,,Spot,Selected Surfaces - W-2,1,ibranched,5,
7.26702,,Spot,Selected Surfaces - W-2,1,ibranched,6,
4.55178,,Spot,Selected Surfaces - W-2,1,ibranched,7,
4.50648,,Spot,Selected Surfaces - W-2,1,ibranched,10,
5.14273,,Spot,Selected Surfaces - W-2,1,ibranched,16,
6.45882,,Spot,Selected Surfaces - W-2,1,ibranched,17,
6.00472,,Spot,Selected Surfaces - W-2,1,ibranched,18,
4.9707,,Spot,Selected Surfaces - W-2,1,ibranched,19,
1.72204,,Spot,Selected Surfaces - W-2,1,ibranched,20,
9.11593,,Spot,Selected Surfaces - W-2,1,ibranched,22,
9.57022,,Spot,Selected Surfaces - W-2,1,ibranched,24,
6.02936,,Spot,Selected Surfaces - W-2,1,ibranched,25,
5.9054,,Spot,Selected Surfaces - W-2,1,ibranched,28,
7.65466,,Spot,Selected Surfaces - W-2,1,ibranched,29,
4.86063,,Spot,Selected Surfaces - W-2,1,ibranched,30,
6.90047,,Spot,Selected Surfaces - W-2,1,ibranched,31,
2.44904,,Spot,Selected Surfaces - W-2,1,ibranched,33,
1.4968,,Spot,Selected Surfaces - W-2,1,ibranched,35,
6.17464,,Spot,Selected Surfaces - W-2,1,ibranched,36,
5.76273,,Spot,Selected Surfaces - W-2,1,ibranched,37,
2.10872,,Spot,Selected Surfaces - W-2,1,ibranched,39,
9.2861,,Spot,Selected Surfaces - W-2,1,ibranched,40,
5.60146,,Spot,Selected Surfaces - W-2,1,ibranched,42,
5.23136,,Spot,Selected Surfaces - W-2,1,ibranched,43,
2.71596,,Spot,Selected Surfaces - W-2,1,ibranched,44,
4.68594,,Spot,Selected Surfaces - W-2,1,ibranched,46,
2.07567,,Spot,Selected Surfaces - W-2,1,ibranched,47,
6.83407,,Spot,Selected Surfaces - W-2,1,ibranched,49,
9.17729,,Spot,Selected Surfaces - W-2,1,ibranched,51,
2.93148,,Spot,Selected Surfaces - W-2,1,ibranched,52,
5.01606,,Spot,Selected Surfaces - W-2,1,ibranched,53,
6.62973,,Spot,Selected Surfaces - W-2,1,ibranched,56,
10.4529,,Spot,Selected Surfaces - W-2,1,ibranched,58,
5.73935,,Spot,Selected Surfaces - W-2,1,ibranched,59,
5.06733,,Spot,Selected Surfaces - W-2,1,ibranched,60,
10.6023,,Spot,Selected Surfaces - W-2,1,ibranched,62,
7.03501,,Spot,Selected Surfaces - W-2,1,ibranched,64,
4.05414,,Spot,Selected Surfaces - W-2,1,ibranched,65,
6.15742,,Spot,Selected Surfaces - W-2,1,ibranched,66,
3.55202,,Spot,Selected Surfaces - W-2,1,ibranched,67,
0.858564,,Spot,Selected Surfaces - W-2,1,ibranched,68,
4.38947,,Spot,Selected Surfaces - W-2,1,ibranched,70,
3.40933,,Spot,Selected Surfaces - W-2,1,ibranched,71,
8.41688,,Spot,Selected Surfaces - W-2,1,ibranched,72,
1.10744,,Spot,Selected Surfaces - W-2,1,ibranched,73,
0.309366,,Spot,Selected Surfaces - W-2,1,ibranched,74,
5.38513,,Spot,Selected Surfaces - W-2,1,ibranched,75,
5.38411,,Spot,Selected Surfaces - W-2,1,ibranched,76,
4.58157,,Spot,Selected Surfaces - W-2,1,ibranched,78,
1.87196,,Spot,Selected Surfaces - W-2,1,ibranched,79,
3.60021,,Spot,Selected Surfaces - W-2,1,ibranched,80,
3.82735,,Spot,Selected Surfaces - W-2,1,ibranched,81,
4.84497,,Spot,Selected Surfaces - W-2,1,ibranched,82,
5.00249,,Spot,Selected Surfaces - W-2,1,ibranched,83,
7.55661,,Spot,Selected Surfaces - W-2,1,ibranched,84,
1.65025,,Spot,Selected Surfaces - W-2,1,ibranched,85,
2.49808,,Spot,Selected Surfaces - W-2,1,ibranched,86,
4.69444,,Spot,Selected Surfaces - W-2,1,ibranched,90,
6.54246,,Spot,Selected Surfaces - W-2,1,ibranched,91,
4.07938,,Spot,Selected Surfaces - W-2,1,ibranched,92,
3.62365,,Spot,Selected Surfaces - W-2,1,ibranched,93,
1.36103,,Spot,Selected Surfaces - W-2,1,ibranched,95,
3.71555,,Spot,Selected Surfaces - W-2,1,ibranched,96,
3.3932,,Spot,Selected Surfaces - W-2,1,ibranched,97,
5.16507,,Spot,Selected Surfaces - W-2,1,ibranched,99,
7.88729,,Spot,Selected Surfaces - W-2,1,ibranched,100,
3.6926,,Spot,Selected Surfaces - W-2,1,ibranched,102,
2.8313,,Spot,Selected Surfaces - W-2,1,ibranched,104,
3.68321,,Spot,Selected Surfaces - W-2,1,ibranched,105,
4.57153,,Spot,Selected Surfaces - W-2,1,ibranched,107,
2.88244,,Spot,Selected Surfaces - W-2,1,ibranched,108,
0.84866,,Spot,Selected Surfaces - W-2,1,ibranched,109,
1.85148,,Spot,Selected Surfaces - W-2,1,ibranched,110,
5.14018,,Spot,Selected Surfaces - W-2,1,ibranched,111,
2.98436,,Spot,Selected Surfaces - W-2,1,ibranched,112,
5.08216,,Spot,Selected Surfaces - W-2,1,ibranched,114,
2.72888,,Spot,Selected Surfaces - W-2,1,ibranched,115,
2.27125,,Spot,Selected Surfaces - W-2,1,ibranched,116,
8.20102,,Spot,Selected Surfaces - W-2,1,ibranched,117,
3.84537,,Spot,Selected Surfaces - W-2,1,ibranched,118,
1.90025,,Spot,Selected Surfaces - W-2,1,ibranched,119,
3.95581,,Spot,Selected Surfaces - W-2,1,ibranched,121,
3.57789,,Spot,Selected Surfaces - W-2,1,ibranched,122,
3.18336,,Spot,Selected Surfaces - W-2,1,ibranched,124,
3.70847,,Spot,Selected Surfaces - W-2,1,ibranched,125,
2.34889,,Spot,Selected Surfaces - W-2,1,ibranched,126,
2.02535,,Spot,Selected Surfaces - W-2,1,ibranched,127,
4.44799,,Spot,Selected Surfaces - W-2,1,ibranched,128,
5.13865,,Spot,Selected Surfaces - W-2,1,ibranched,129,
4.53675,,Spot,Selected Surfaces - W-2,1,ibranched,130,
5.79799,,Spot,Selected Surfaces - W-2,1,ibranched,131,
3.0244,,Spot,Selected Surfaces - W-2,1,ibranched,132,
4.17231,,Spot,Selected Surfaces - W-2,1,ibranched,133,
4.44797,,Spot,Selected Surfaces - W-2,1,ibranched,134,
3.12362,,Spot,Selected Surfaces - W-2,1,ibranched,135,
5.28294,,Spot,Selected Surfaces - W-2,1,ibranched,136,
4.14849,,Spot,Selected Surfaces - W-2,1,ibranched,137,
2.10872,,Spot,Selected Surfaces - W-2,1,ibranched,138,
5.0503,,Spot,Selected Surfaces - W-2,1,ibranched,139,
4.68219,,Spot,Selected Surfaces - W-2,1,ibranched,140,
5.75161,,Spot,Selected Surfaces - W-2,1,ibranched,142,
5.0998,,Spot,Selected Surfaces - W-2,1,ibranched,143,
4.19724,,Spot,Selected Surfaces - W-2,1,ibranched,144,
3.59207,,Spot,Selected Surfaces - W-2,1,ibranched,146,
5.40925,,Spot,Selected Surfaces - W-2,1,ibranched,147,
5.10841,,Spot,Selected Surfaces - W-2,1,ibranched,152,
3.552,,Spot,Selected Surfaces - W-2,1,ibranched,154,
3.6716,,Spot,Selected Surfaces - W-2,1,ibranched,155,
2.49807,,Spot,Selected Surfaces - W-2,1,ibranched,159,
