 ,Area,Mean,MinThr,MaxThr
1,3817,2.345,2,32767
2,3143,2.377,2,32767
3,2924,2.378,2,32767
4,2769,2.346,2,32767
5,2910,2.374,2,32767
6,2967,2.355,2,32767
7,2891,2.341,2,32767
8,2481,2.393,2,32767
9,2634,2.376,2,32767
10,2869,2.375,2,32767
11,3318,2.322,2,32767
12,3304,2.311,2,32767
13,3084,2.345,2,32767
14,3150,2.324,2,32767
15,2570,2.372,2,32767
16,3185,2.331,2,32767
17,3445,2.295,2,32767
18,2945,2.323,2,32767
19,3233,2.346,2,32767
20,3362,2.293,2,32767
21,3200,2.335,2,32767
22,3543,2.342,2,32767
23,3744,2.381,2,32767
24,3909,2.322,2,32767
25,3417,2.342,2,32767
26,3618,2.321,2,32767
27,3655,2.307,2,32767
28,3355,2.308,2,32767
29,2688,2.370,2,32767
30,3015,2.358,2,32767
31,3639,2.291,2,32767
32,4046,2.274,2,32767
33,3283,2.344,2,32767
34,3439,2.313,2,32767
35,3298,2.337,2,32767
36,3700,2.289,2,32767
37,3416,2.289,2,32767
38,3293,2.288,2,32767
39,3494,2.251,2,32767
40,3488,2.248,2,32767
41,3130,2.289,2,32767
42,2637,2.334,2,32767
43,2404,2.367,2,32767
44,2552,2.344,2,32767
45,2378,2.349,2,32767
46,2368,2.402,2,32767
47,2186,2.387,2,32767
48,2480,2.378,2,32767
49,2313,2.355,2,32767
50,2253,2.406,2,32767
51,3150,2.278,2,32767
52,3195,2.226,2,32767
53,3373,2.268,2,32767
54,3573,2.218,2,32767
55,3460,2.243,2,32767
56,2408,2.337,2,32767
57,2902,2.243,2,32767
58,2946,2.225,2,32767
59,2697,2.296,2,32767
60,2682,2.263,2,32767
61,2739,2.267,2,32767
62,2910,2.326,2,32767
63,2723,2.246,2,32767
64,2688,2.208,2,32767
65,2914,2.363,2,32767
66,2696,2.257,2,32767
67,2992,2.301,2,32767
68,2910,2.242,2,32767
69,2482,2.290,2,32767
70,2517,2.194,2,32767
71,2510,2.209,2,32767
72,2711,2.181,2,32767
73,2856,2.207,2,32767
74,3186,2.376,2,32767
75,2470,2.196,2,32767
76,3113,2.242,2,32767
77,3196,2.222,2,32767
78,3373,2.232,2,32767
79,3495,2.218,2,32767
80,4027,2.223,2,32767
81,3761,2.347,2,32767
82,4815,2.231,2,32767
83,4227,2.268,2,32767
84,4200,2.256,2,32767
85,4600,2.287,2,32767
86,4412,2.266,2,32767
87,4614,2.284,2,32767
88,4588,2.321,2,32767
89,4838,2.268,2,32767
90,4206,2.339,2,32767
91,4651,2.281,2,32767
92,4143,2.348,2,32767
93,4035,2.335,2,32767
94,3841,2.321,2,32767
95,3601,2.249,2,32767
96,3676,2.339,2,32767
97,3366,2.365,2,32767
98,3176,2.394,2,32767
99,3258,2.407,2,32767
100,3280,2.361,2,32767
101,3169,2.363,2,32767
102,3367,2.391,2,32767
103,3187,2.402,2,32767
104,3263,2.379,2,32767
105,3321,2.395,2,32767
106,3694,2.340,2,32767
107,3692,2.381,2,32767
108,3864,2.363,2,32767
109,3250,2.398,2,32767
110,3389,2.376,2,32767
111,2813,2.393,2,32767
112,2844,2.410,2,32767
113,2757,2.355,2,32767
114,2758,2.376,2,32767
115,3088,2.314,2,32767
116,2712,2.284,2,32767
117,2865,2.231,2,32767
118,2647,2.355,2,32767
119,2479,2.407,2,32767
120,2467,2.203,2,32767
121,2490,2.253,2,32767
122,2119,2.219,2,32767
123,2042,2.315,2,32767
124,1887,2.225,2,32767
125,2388,2.292,2,32767
126,1963,2.310,2,32767
127,1877,2.236,2,32767
128,2286,2.236,2,32767
129,2122,2.249,2,32767
130,2445,2.262,2,32767
131,2977,2.275,2,32767
132,3170,2.209,2,32767
133,2913,2.169,2,32767
134,2448,2.231,2,32767
135,2358,2.202,2,32767
136,3079,2.313,2,32767
137,2884,2.286,2,32767
138,2962,2.331,2,32767
139,2871,2.266,2,32767
140,2778,2.555,2,32767
141,2811,2.495,2,32767
142,2745,2.312,2,32767
143,2651,2.236,2,32767
144,2742,2.347,2,32767
145,2857,2.202,2,32767
146,2540,2.169,2,32767
147,2466,2.260,2,32767
148,2458,2.156,2,32767
149,2265,2.275,2,32767
150,2142,2.221,2,32767
151,1970,2.285,2,32767
152,1965,2.268,2,32767
153,2588,2.264,2,32767
154,2436,2.342,2,32767
155,2473,2.372,2,32767
156,2468,2.412,2,32767
157,2607,2.407,2,32767
158,2791,2.377,2,32767
159,2819,2.379,2,32767
160,2697,2.372,2,32767
161,2694,2.377,2,32767
162,2285,2.391,2,32767
163,2583,2.278,2,32767
164,2779,2.354,2,32767
165,2428,2.402,2,32767
166,2728,2.372,2,32767
167,2581,2.367,2,32767
168,2760,2.313,2,32767
169,3354,2.315,2,32767
170,3373,2.346,2,32767
171,3227,2.346,2,32767
172,2818,2.347,2,32767
173,2829,2.331,2,32767
174,2823,2.368,2,32767
175,2927,2.318,2,32767
176,2991,2.320,2,32767
177,3335,2.335,2,32767
178,2839,2.333,2,32767
179,3269,2.295,2,32767
180,3227,2.321,2,32767
181,2974,2.373,2,32767
182,2565,2.367,2,32767
183,2496,2.363,2,32767
184,2839,2.298,2,32767
185,2944,2.346,2,32767
186,2335,2.337,2,32767
187,2426,2.357,2,32767
188,2475,2.388,2,32767
189,2611,2.343,2,32767
190,2602,2.329,2,32767
191,2331,2.365,2,32767
192,2603,2.364,2,32767
193,2610,2.346,2,32767
194,2641,2.329,2,32767
195,2577,2.370,2,32767
196,2326,2.325,2,32767
197,2247,2.341,2,32767
198,2421,2.415,2,32767
199,2325,2.352,2,32767
200,2672,2.333,2,32767
