 ,Area,Mean,MinThr,MaxThr
1,9611,2.254,2,32767
2,9255,2.257,2,32767
3,9342,2.249,2,32767
4,9157,2.234,2,32767
5,7857,2.234,2,32767
6,8531,2.257,2,32767
7,7989,2.225,2,32767
8,8394,2.230,2,32767
9,9170,2.225,2,32767
10,8850,2.229,2,32767
11,8411,2.231,2,32767
12,8422,2.219,2,32767
13,8585,2.224,2,32767
14,8283,2.218,2,32767
15,8148,2.205,2,32767
16,7954,2.220,2,32767
17,7818,2.225,2,32767
18,8399,2.201,2,32767
19,7904,2.212,2,32767
20,7795,2.199,2,32767
21,7554,2.201,2,32767
22,7645,2.204,2,32767
23,8158,2.216,2,32767
24,8768,2.199,2,32767
25,8477,2.210,2,32767
26,7461,2.203,2,32767
27,8114,2.245,2,32767
28,7822,2.221,2,32767
29,7233,2.212,2,32767
30,8865,2.217,2,32767
31,8018,2.209,2,32767
32,8161,2.190,2,32767
33,7781,2.218,2,32767
34,7007,2.211,2,32767
35,7510,2.214,2,32767
36,7563,2.221,2,32767
37,7032,2.216,2,32767
38,7186,2.205,2,32767
39,7653,2.216,2,32767
40,7693,2.203,2,32767
41,7733,2.199,2,32767
42,7875,2.199,2,32767
43,6806,2.203,2,32767
44,7137,2.211,2,32767
45,7858,2.197,2,32767
46,7111,2.217,2,32767
47,7837,2.221,2,32767
48,8707,2.245,2,32767
49,8602,2.239,2,32767
50,8645,2.249,2,32767
51,11697,2.249,2,32767
52,10903,2.235,2,32767
53,10085,2.243,2,32767
54,11639,2.237,2,32767
55,11393,2.247,2,32767
56,8795,2.227,2,32767
57,7703,2.204,2,32767
58,8537,2.219,2,32767
59,9415,2.212,2,32767
60,7864,2.205,2,32767
61,7624,2.200,2,32767
62,7251,2.201,2,32767
63,7151,2.191,2,32767
64,6477,2.191,2,32767
65,6476,2.196,2,32767
66,6627,2.180,2,32767
67,6541,2.201,2,32767
68,6363,2.202,2,32767
69,5033,2.203,2,32767
70,6381,2.179,2,32767
71,6035,2.213,2,32767
72,6022,2.200,2,32767
73,5864,2.212,2,32767
74,6521,2.200,2,32767
75,6522,2.196,2,32767
76,6420,2.214,2,32767
77,6776,2.200,2,32767
78,7908,2.205,2,32767
79,6731,2.220,2,32767
80,6451,2.210,2,32767
81,6486,2.210,2,32767
82,6803,2.196,2,32767
83,7838,2.194,2,32767
84,7135,2.206,2,32767
85,6904,2.205,2,32767
86,7380,2.181,2,32767
87,7331,2.179,2,32767
88,7546,2.181,2,32767
89,7312,2.165,2,32767
90,7135,2.202,2,32767
91,6754,2.211,2,32767
92,7458,2.218,2,32767
93,7208,2.185,2,32767
94,6751,2.190,2,32767
95,6055,2.211,2,32767
96,6547,2.229,2,32767
97,6600,2.197,2,32767
98,6570,2.207,2,32767
99,6998,2.210,2,32767
100,7590,2.209,2,32767
101,8035,2.197,2,32767
102,8057,2.184,2,32767
103,7671,2.191,2,32767
104,7699,2.187,2,32767
105,7910,2.193,2,32767
106,7917,2.197,2,32767
107,7514,2.184,2,32767
108,7655,2.178,2,32767
109,7115,2.186,2,32767
110,7895,2.170,2,32767
111,7311,2.184,2,32767
112,8286,2.185,2,32767
113,8034,2.171,2,32767
114,7656,2.187,2,32767
115,7062,2.176,2,32767
116,7691,2.196,2,32767
117,8624,2.168,2,32767
118,8931,2.178,2,32767
119,7134,2.178,2,32767
120,7882,2.187,2,32767
121,9716,2.185,2,32767
122,8166,2.147,2,32767
123,8122,2.185,2,32767
124,7753,2.164,2,32767
125,8348,2.193,2,32767
126,7941,2.199,2,32767
127,8382,2.208,2,32767
128,8518,2.192,2,32767
129,7544,2.187,2,32767
130,8465,2.191,2,32767
131,8207,2.198,2,32767
132,8131,2.173,2,32767
133,7751,2.182,2,32767
134,7948,2.185,2,32767
135,8247,2.176,2,32767
136,8288,2.193,2,32767
137,8113,2.164,2,32767
138,6763,2.204,2,32767
139,7007,2.183,2,32767
140,7536,2.182,2,32767
141,7638,2.176,2,32767
142,7086,2.191,2,32767
143,7049,2.186,2,32767
144,8460,2.184,2,32767
145,7974,2.180,2,32767
146,6247,2.189,2,32767
147,6180,2.193,2,32767
148,7132,2.183,2,32767
149,7369,2.162,2,32767
150,7364,2.171,2,32767
151,6510,2.173,2,32767
152,5526,2.188,2,32767
153,6827,2.200,2,32767
154,7075,2.213,2,32767
155,7127,2.205,2,32767
156,8241,2.219,2,32767
157,7400,2.220,2,32767
158,6704,2.202,2,32767
159,7284,2.202,2,32767
160,7790,2.214,2,32767
161,6591,2.171,2,32767
162,7155,2.187,2,32767
163,7583,2.202,2,32767
164,7455,2.195,2,32767
165,7494,2.210,2,32767
166,8939,2.205,2,32767
167,9031,2.198,2,32767
168,7908,2.198,2,32767
169,9026,2.218,2,32767
170,9493,2.234,2,32767
171,10387,2.239,2,32767
172,10117,2.244,2,32767
173,9303,2.231,2,32767
174,9016,2.219,2,32767
175,10297,2.227,2,32767
176,8613,2.246,2,32767
177,8784,2.214,2,32767
178,8448,2.203,2,32767
179,8224,2.188,2,32767
180,8100,2.205,2,32767
181,8056,2.201,2,32767
182,7894,2.202,2,32767
183,8374,2.215,2,32767
184,7233,2.207,2,32767
185,7090,2.203,2,32767
186,7271,2.208,2,32767
187,6502,2.214,2,32767
188,5954,2.209,2,32767
189,6611,2.212,2,32767
190,7117,2.209,2,32767
191,6813,2.199,2,32767
192,6226,2.203,2,32767
193,6345,2.197,2,32767
194,6395,2.169,2,32767
195,5762,2.202,2,32767
196,5380,2.165,2,32767
197,6066,2.213,2,32767
198,6091,2.179,2,32767
199,6213,2.184,2,32767
200,6518,2.194,2,32767
