 ,Area,Mean,MinThr,MaxThr
1,8443,2.274,2,32767
2,7550,2.253,2,32767
3,7274,2.232,2,32767
4,6144,2.230,2,32767
5,5975,2.209,2,32767
6,6803,2.220,2,32767
7,6173,2.207,2,32767
8,6860,2.212,2,32767
9,6798,2.216,2,32767
10,7524,2.225,2,32767
11,6834,2.216,2,32767
12,6340,2.219,2,32767
13,5697,2.242,2,32767
14,6060,2.216,2,32767
15,7083,2.211,2,32767
16,7063,2.228,2,32767
17,7060,2.186,2,32767
18,7398,2.227,2,32767
19,7483,2.206,2,32767
20,8122,2.211,2,32767
21,7925,2.216,2,32767
22,8382,2.232,2,32767
23,8548,2.230,2,32767
24,8315,2.218,2,32767
25,7459,2.203,2,32767
26,7075,2.213,2,32767
27,6570,2.233,2,32767
28,6528,2.196,2,32767
29,7210,2.207,2,32767
30,7028,2.222,2,32767
31,6771,2.231,2,32767
32,6639,2.204,2,32767
33,6442,2.190,2,32767
34,6058,2.218,2,32767
35,6726,2.230,2,32767
36,6262,2.207,2,32767
37,6393,2.221,2,32767
38,5804,2.219,2,32767
39,6154,2.197,2,32767
40,6483,2.231,2,32767
41,6962,2.217,2,32767
42,6330,2.220,2,32767
43,5923,2.236,2,32767
44,5877,2.224,2,32767
45,6027,2.222,2,32767
46,7082,2.199,2,32767
47,7348,2.203,2,32767
48,7217,2.231,2,32767
49,5990,2.210,2,32767
50,5403,2.206,2,32767
51,7322,2.197,2,32767
52,7771,2.221,2,32767
53,7451,2.197,2,32767
54,7253,2.185,2,32767
55,7435,2.198,2,32767
56,7197,2.222,2,32767
57,6832,2.222,2,32767
58,6390,2.208,2,32767
59,5701,2.195,2,32767
60,5585,2.195,2,32767
61,5197,2.203,2,32767
62,5989,2.202,2,32767
63,6340,2.195,2,32767
64,6629,2.178,2,32767
65,6243,2.170,2,32767
66,6452,2.185,2,32767
67,6777,2.176,2,32767
68,6741,2.157,2,32767
69,6945,2.190,2,32767
70,7482,2.161,2,32767
71,6664,2.178,2,32767
72,6943,2.168,2,32767
73,6482,2.173,2,32767
74,7514,2.177,2,32767
75,6765,2.181,2,32767
76,6456,2.190,2,32767
77,6225,2.202,2,32767
78,6394,2.180,2,32767
79,6216,2.173,2,32767
80,6806,2.201,2,32767
81,6888,2.198,2,32767
82,6968,2.204,2,32767
83,7360,2.212,2,32767
84,6792,2.179,2,32767
85,6202,2.208,2,32767
86,6591,2.218,2,32767
87,6465,2.195,2,32767
88,7508,2.191,2,32767
89,7021,2.213,2,32767
90,7031,2.190,2,32767
91,7225,2.196,2,32767
92,7295,2.196,2,32767
93,7790,2.214,2,32767
94,6510,2.201,2,32767
95,6846,2.226,2,32767
96,6853,2.200,2,32767
97,7172,2.234,2,32767
98,6926,2.207,2,32767
99,7630,2.211,2,32767
100,8082,2.187,2,32767
101,8222,2.212,2,32767
102,7060,2.200,2,32767
103,7479,2.223,2,32767
104,7225,2.191,2,32767
105,8343,2.213,2,32767
106,8396,2.227,2,32767
107,8127,2.228,2,32767
108,9202,2.239,2,32767
109,8991,2.226,2,32767
110,10121,2.216,2,32767
111,10414,2.248,2,32767
112,9344,2.247,2,32767
113,9998,2.254,2,32767
114,9973,2.228,2,32767
115,9453,2.236,2,32767
116,9802,2.193,2,32767
117,10258,2.228,2,32767
118,10355,2.222,2,32767
119,11038,2.233,2,32767
120,9908,2.232,2,32767
121,8574,2.224,2,32767
122,9024,2.226,2,32767
123,8733,2.216,2,32767
124,9757,2.242,2,32767
125,8684,2.228,2,32767
126,7608,2.207,2,32767
127,8709,2.221,2,32767
128,8883,2.206,2,32767
129,9618,2.211,2,32767
130,9235,2.215,2,32767
131,9035,2.218,2,32767
132,8307,2.221,2,32767
133,8096,2.209,2,32767
134,7993,2.196,2,32767
135,8503,2.187,2,32767
136,7664,2.199,2,32767
137,8819,2.190,2,32767
138,8084,2.212,2,32767
139,8064,2.203,2,32767
140,7997,2.187,2,32767
141,9420,2.210,2,32767
142,10200,2.199,2,32767
143,8496,2.227,2,32767
144,9487,2.208,2,32767
145,9624,2.216,2,32767
146,9249,2.204,2,32767
147,9101,2.206,2,32767
148,8958,2.209,2,32767
149,8234,2.194,2,32767
150,8280,2.213,2,32767
151,8884,2.213,2,32767
152,9136,2.221,2,32767
153,10550,2.200,2,32767
154,9480,2.219,2,32767
155,8381,2.222,2,32767
156,7745,2.229,2,32767
157,7709,2.225,2,32767
158,7715,2.220,2,32767
159,7026,2.218,2,32767
160,6923,2.200,2,32767
161,8057,2.220,2,32767
162,7443,2.231,2,32767
163,8084,2.225,2,32767
164,7620,2.240,2,32767
165,6598,2.221,2,32767
166,7007,2.224,2,32767
167,7967,2.203,2,32767
168,7887,2.215,2,32767
169,6798,2.196,2,32767
170,7269,2.225,2,32767
171,6642,2.204,2,32767
172,6791,2.227,2,32767
173,6910,2.218,2,32767
174,6445,2.188,2,32767
175,6796,2.213,2,32767
176,7263,2.209,2,32767
177,6575,2.202,2,32767
178,6956,2.204,2,32767
179,7328,2.229,2,32767
180,6511,2.209,2,32767
181,7366,2.237,2,32767
182,7530,2.231,2,32767
183,7201,2.201,2,32767
184,7712,2.245,2,32767
185,7693,2.216,2,32767
186,7147,2.188,2,32767
187,7438,2.188,2,32767
188,7452,2.189,2,32767
189,6860,2.196,2,32767
190,6699,2.170,2,32767
191,6977,2.185,2,32767
192,7586,2.193,2,32767
193,8260,2.210,2,32767
194,7892,2.165,2,32767
195,7315,2.180,2,32767
196,6303,2.192,2,32767
197,7125,2.180,2,32767
198,7171,2.200,2,32767
199,6847,2.197,2,32767
200,6958,2.210,2,32767
