
Selection
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,Set 1,ID,
1.9384,,Spot,Selected Surfaces - W2,1,ibranched,0,
2.82967,,Spot,Selected Surfaces - W2,1,ibranched,3,
3.97177,,Spot,Selected Surfaces - W2,1,ibranched,4,
4.07191,,Spot,Selected Surfaces - W2,1,ibranched,6,
3.32654,,Spot,Selected Surfaces - W2,1,ibranched,8,
2.78174,,Spot,Selected Surfaces - W2,1,ibranched,10,
5.42962,,Spot,Selected Surfaces - W2,1,ibranched,11,
3.12276,,Spot,Selected Surfaces - W2,1,ibranched,12,
3.24823,,Spot,Selected Surfaces - W2,1,ibranched,13,
3.18124,,Spot,Selected Surfaces - W2,1,ibranched,14,
4.96019,,Spot,Selected Surfaces - W2,1,ibranched,15,
2.49807,,Spot,Selected Surfaces - W2,1,ibranched,16,
4.11221,,Spot,Selected Surfaces - W2,1,ibranched,17,
3.39298,,Spot,Selected Surfaces - W2,1,ibranched,18,
4.19723,,Spot,Selected Surfaces - W2,1,ibranched,19,
1.98236,,Spot,Selected Surfaces - W2,1,ibranched,20,
5.07114,,Spot,Selected Surfaces - W2,1,ibranched,21,
3.88029,,Spot,Selected Surfaces - W2,1,ibranched,22,
6.54931,,Spot,Selected Surfaces - W2,1,ibranched,23,
4.80268,,Spot,Selected Surfaces - W2,1,ibranched,24,
4.06326,,Spot,Selected Surfaces - W2,1,ibranched,25,
3.23593,,Spot,Selected Surfaces - W2,1,ibranched,28,
3.34692,,Spot,Selected Surfaces - W2,1,ibranched,30,
3.98666,,Spot,Selected Surfaces - W2,1,ibranched,31,
4.31295,,Spot,Selected Surfaces - W2,1,ibranched,33,
4.2349,,Spot,Selected Surfaces - W2,1,ibranched,34,
4.61146,,Spot,Selected Surfaces - W2,1,ibranched,35,
0.587083,,Spot,Selected Surfaces - W2,1,ibranched,37,
2.78481,,Spot,Selected Surfaces - W2,1,ibranched,38,
4.08755,,Spot,Selected Surfaces - W2,1,ibranched,39,
2.99381,,Spot,Selected Surfaces - W2,1,ibranched,40,
2.78481,,Spot,Selected Surfaces - W2,1,ibranched,41,
3.89894,,Spot,Selected Surfaces - W2,1,ibranched,42,
