
Selection
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,Set 1,ID,
4.99613,,Spot,Selected Surfaces - W2,1,ibranched,1,
2.99963,,Spot,Selected Surfaces - W2,1,ibranched,2,
2.9589,,Spot,Selected Surfaces - W2,1,ibranched,3,
2.94997,,Spot,Selected Surfaces - W2,1,ibranched,4,
4.73036,,Spot,Selected Surfaces - W2,1,ibranched,5,
1.66052,,Spot,Selected Surfaces - W2,1,ibranched,6,
3.31594,,Spot,Selected Surfaces - W2,1,ibranched,9,
1.3176,,Spot,Selected Surfaces - W2,1,ibranched,13,
4.20436,,Spot,Selected Surfaces - W2,1,ibranched,14,
4.20992,,Spot,Selected Surfaces - W2,1,ibranched,15,
1.64429,,Spot,Selected Surfaces - W2,1,ibranched,16,
5.26485,,Spot,Selected Surfaces - W2,1,ibranched,17,
3.98666,,Spot,Selected Surfaces - W2,1,ibranched,19,
3.42858,,Spot,Selected Surfaces - W2,1,ibranched,20,
1.71163,,Spot,Selected Surfaces - W2,1,ibranched,21,
4.40984,,Spot,Selected Surfaces - W2,1,ibranched,22,
3.08461,,Spot,Selected Surfaces - W2,1,ibranched,23,
3.11277,,Spot,Selected Surfaces - W2,1,ibranched,25,
3.52765,,Spot,Selected Surfaces - W2,1,ibranched,26,
2.93542,,Spot,Selected Surfaces - W2,1,ibranched,27,
2.14811,,Spot,Selected Surfaces - W2,1,ibranched,28,
4.81093,,Spot,Selected Surfaces - W2,1,ibranched,29,
2.99963,,Spot,Selected Surfaces - W2,1,ibranched,30,
3.14033,,Spot,Selected Surfaces - W2,1,ibranched,31,
4.73037,,Spot,Selected Surfaces - W2,1,ibranched,32,
1.36443,,Spot,Selected Surfaces - W2,1,ibranched,33,
2.95891,,Spot,Selected Surfaces - W2,1,ibranched,34,
1.54895,,Spot,Selected Surfaces - W2,1,ibranched,35,
3.46109,,Spot,Selected Surfaces - W2,1,ibranched,36,
4.60799,,Spot,Selected Surfaces - W2,1,ibranched,37,
3.3469,,Spot,Selected Surfaces - W2,1,ibranched,38,
5.38411,,Spot,Selected Surfaces - W2,1,ibranched,40,
6.81437,,Spot,Selected Surfaces - W2,1,ibranched,42,
3.34689,,Spot,Selected Surfaces - W2,1,ibranched,43,
2.78758,,Spot,Selected Surfaces - W2,1,ibranched,44,
0.992895,,Spot,Selected Surfaces - W2,1,ibranched,45,
3.32658,,Spot,Selected Surfaces - W2,1,ibranched,46,
7.12203,,Spot,Selected Surfaces - W2,1,ibranched,47,
3.98665,,Spot,Selected Surfaces - W2,1,ibranched,48,
1.24539,,Spot,Selected Surfaces - W2,1,ibranched,49,
5.45774,,Spot,Selected Surfaces - W2,1,ibranched,53,
3.19438,,Spot,Selected Surfaces - W2,1,ibranched,55,
1.29974,,Spot,Selected Surfaces - W2,1,ibranched,56,
4.10567,,Spot,Selected Surfaces - W2,1,ibranched,57,
3.62405,,Spot,Selected Surfaces - W2,1,ibranched,59,
2.74311,,Spot,Selected Surfaces - W2,1,ibranched,60,
4.0933,,Spot,Selected Surfaces - W2,1,ibranched,62,
3.64745,,Spot,Selected Surfaces - W2,1,ibranched,63,
3.49551,,Spot,Selected Surfaces - W2,1,ibranched,64,
4.83532,,Spot,Selected Surfaces - W2,1,ibranched,66,
