 ,Area,Mean,MinThr,MaxThr
1,4535,2.672,2,32767
2,4114,2.572,2,32767
3,4257,2.552,2,32767
4,3827,2.602,2,32767
5,4328,2.590,2,32767
6,4242,2.567,2,32767
7,4420,2.566,2,32767
8,4746,2.537,2,32767
9,4608,2.524,2,32767
10,4647,2.528,2,32767
11,4746,2.505,2,32767
12,4956,2.517,2,32767
13,4352,2.531,2,32767
14,4261,2.491,2,32767
15,3958,2.488,2,32767
16,3858,2.510,2,32767
17,3971,2.516,2,32767
18,3430,2.532,2,32767
19,3566,2.514,2,32767
20,3467,2.527,2,32767
21,3424,2.506,2,32767
22,3795,2.544,2,32767
23,3798,2.463,2,32767
24,3538,2.492,2,32767
25,3666,2.507,2,32767
26,3091,2.539,2,32767
27,3447,2.535,2,32767
28,3186,2.523,2,32767
29,3582,2.572,2,32767
30,3628,2.510,2,32767
31,3465,2.535,2,32767
32,3288,2.498,2,32767
33,3061,2.516,2,32767
34,3385,2.523,2,32767
35,3070,2.535,2,32767
36,3372,2.528,2,32767
37,3215,2.555,2,32767
38,3604,2.503,2,32767
39,3283,2.631,2,32767
40,3131,2.536,2,32767
41,3575,2.532,2,32767
42,3585,2.488,2,32767
43,3305,2.564,2,32767
44,3295,2.560,2,32767
45,3828,2.512,2,32767
46,3031,2.526,2,32767
47,2985,2.546,2,32767
48,3193,2.534,2,32767
49,3208,2.499,2,32767
50,3155,2.484,2,32767
51,3727,2.410,2,32767
52,3453,2.461,2,32767
53,3678,2.487,2,32767
54,3580,2.525,2,32767
55,3540,2.481,2,32767
56,3323,2.454,2,32767
57,3619,2.429,2,32767
58,3303,2.392,2,32767
59,3285,2.422,2,32767
60,3301,2.420,2,32767
61,3325,2.509,2,32767
62,3174,2.445,2,32767
63,3541,2.411,2,32767
64,2841,2.426,2,32767
65,3104,2.446,2,32767
66,3284,2.472,2,32767
67,3521,2.482,2,32767
68,3518,2.546,2,32767
69,3511,2.548,2,32767
70,3318,2.506,2,32767
71,3351,2.482,2,32767
72,3697,2.572,2,32767
73,3681,2.487,2,32767
74,3434,2.533,2,32767
75,3674,2.495,2,32767
76,3654,2.499,2,32767
77,3595,2.474,2,32767
78,3674,2.561,2,32767
79,3808,2.562,2,32767
80,4053,2.536,2,32767
81,3703,2.615,2,32767
82,3935,2.601,2,32767
83,4002,2.625,2,32767
84,4010,2.640,2,32767
85,3998,2.656,2,32767
86,3995,2.657,2,32767
87,4064,2.694,2,32767
88,4380,2.669,2,32767
89,4071,2.634,2,32767
90,4146,2.672,2,32767
91,4158,2.700,2,32767
92,4091,2.699,2,32767
93,4157,2.617,2,32767
94,4425,2.665,2,32767
95,4148,2.734,2,32767
96,4017,2.697,2,32767
97,4251,2.669,2,32767
98,3881,2.668,2,32767
99,4093,2.636,2,32767
100,3793,2.647,2,32767
101,3830,2.678,2,32767
102,3711,2.613,2,32767
103,3780,2.690,2,32767
104,3635,2.682,2,32767
105,3574,2.724,2,32767
106,3737,2.744,2,32767
107,3515,2.685,2,32767
108,3817,2.711,2,32767
109,3514,2.702,2,32767
110,3914,2.699,2,32767
111,3742,2.706,2,32767
112,4005,2.749,2,32767
113,3759,2.594,2,32767
114,3708,2.607,2,32767
115,4084,2.634,2,32767
116,4014,2.674,2,32767
117,4570,2.679,2,32767
118,4638,2.631,2,32767
119,4211,2.597,2,32767
120,4497,2.609,2,32767
121,4802,2.574,2,32767
122,4334,2.525,2,32767
123,3854,2.554,2,32767
124,4344,2.608,2,32767
125,4378,2.572,2,32767
126,4594,2.647,2,32767
127,4486,2.564,2,32767
128,4499,2.579,2,32767
129,4316,2.552,2,32767
130,3727,2.528,2,32767
131,3990,2.519,2,32767
132,4199,2.607,2,32767
133,4131,2.616,2,32767
134,3550,2.579,2,32767
135,3847,2.613,2,32767
136,3618,2.642,2,32767
137,3463,2.630,2,32767
138,3749,2.593,2,32767
139,3895,2.611,2,32767
140,3681,2.561,2,32767
141,3583,2.569,2,32767
142,3634,2.583,2,32767
143,3546,2.566,2,32767
144,3762,2.550,2,32767
145,3830,2.557,2,32767
146,3896,2.537,2,32767
147,3871,2.483,2,32767
148,3336,2.433,2,32767
149,3361,2.454,2,32767
150,3747,2.513,2,32767
151,3774,2.474,2,32767
152,3512,2.490,2,32767
153,3454,2.483,2,32767
154,3504,2.437,2,32767
155,3683,2.528,2,32767
156,3251,2.397,2,32767
157,2902,2.361,2,32767
158,3062,2.421,2,32767
159,3426,2.431,2,32767
160,3176,2.466,2,32767
161,2966,2.484,2,32767
162,2994,2.515,2,32767
163,3304,2.485,2,32767
164,3056,2.392,2,32767
165,3517,2.444,2,32767
166,3438,2.436,2,32767
167,3205,2.451,2,32767
168,3536,2.495,2,32767
169,3650,2.549,2,32767
170,3755,2.448,2,32767
171,3479,2.462,2,32767
172,3476,2.520,2,32767
173,3144,2.487,2,32767
174,3105,2.495,2,32767
175,3242,2.567,2,32767
176,3226,2.538,2,32767
177,3222,2.566,2,32767
178,3016,2.512,2,32767
179,3204,2.442,2,32767
180,2909,2.481,2,32767
181,3098,2.399,2,32767
182,2884,2.422,2,32767
183,3111,2.446,2,32767
184,3242,2.466,2,32767
185,3249,2.505,2,32767
186,3504,2.513,2,32767
187,3265,2.518,2,32767
188,3263,2.486,2,32767
189,3134,2.519,2,32767
190,2933,2.463,2,32767
191,3348,2.465,2,32767
192,3366,2.518,2,32767
193,3772,2.446,2,32767
194,3453,2.516,2,32767
195,3457,2.475,2,32767
196,3606,2.461,2,32767
197,3524,2.496,2,32767
198,3561,2.486,2,32767
199,3555,2.545,2,32767
200,3512,2.505,2,32767
