
Detailed
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,ID,
4.31442,,Spot,Selected Surfaces - W2,1,0,
1.24541,,Spot,Selected Surfaces - W2,1,1,
4.27087,,Spot,Selected Surfaces - W2,1,2,
1.1596,,Spot,Selected Surfaces - W2,1,3,
2.50926,,Spot,Selected Surfaces - W2,1,4,
0.92826,,Spot,Selected Surfaces - W2,1,5,
3.32939,,Spot,Selected Surfaces - W2,1,6,
1.4293,,Spot,Selected Surfaces - W2,1,7,
3.74137,,Spot,Selected Surfaces - W2,1,8,
2.88242,,Spot,Selected Surfaces - W2,1,9,
1.39159,,Spot,Selected Surfaces - W2,1,10,
1.54059,,Spot,Selected Surfaces - W2,1,11,
3.36635,,Spot,Selected Surfaces - W2,1,12,
1.33915,,Spot,Selected Surfaces - W2,1,13,
1.70253,,Spot,Selected Surfaces - W2,1,14,
2.27471,,Spot,Selected Surfaces - W2,1,15,
2.78881,,Spot,Selected Surfaces - W2,1,16,
2.60275,,Spot,Selected Surfaces - W2,1,17,
2.46168,,Spot,Selected Surfaces - W2,1,18,
2.09789,,Spot,Selected Surfaces - W2,1,19,
1.08274,,Spot,Selected Surfaces - W2,1,20,
1.08276,,Spot,Selected Surfaces - W2,1,21,
2.5416,,Spot,Selected Surfaces - W2,1,22,
2.34111,,Spot,Selected Surfaces - W2,1,23,
1.56358,,Spot,Selected Surfaces - W2,1,24,
1.4047,,Spot,Selected Surfaces - W2,1,25,
1.24029,,Spot,Selected Surfaces - W2,1,26,
2.62552,,Spot,Selected Surfaces - W2,1,27,
1.76361,,Spot,Selected Surfaces - W2,1,28,
0.587083,,Spot,Selected Surfaces - W2,1,29,
1.80009,,Spot,Selected Surfaces - W2,1,30,
1.08402,,Spot,Selected Surfaces - W2,1,31,
1.75218,,Spot,Selected Surfaces - W2,1,32,
2.91218,,Spot,Selected Surfaces - W2,1,33,
1.65028,,Spot,Selected Surfaces - W2,1,34,
