
Detailed
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,ID,
3.55202,,Spot,Selected Surfaces - W2,1,0,
3.02223,,Spot,Selected Surfaces - W2,1,1,
5.0139,,Spot,Selected Surfaces - W2,1,2,
3.1011,,Spot,Selected Surfaces - W2,1,3,
3.57112,,Spot,Selected Surfaces - W2,1,4,
4.15135,,Spot,Selected Surfaces - W2,1,5,
1.71163,,Spot,Selected Surfaces - W2,1,6,
4.33097,,Spot,Selected Surfaces - W2,1,7,
3.56636,,Spot,Selected Surfaces - W2,1,8,
5.13491,,Spot,Selected Surfaces - W2,1,9,
4.71864,,Spot,Selected Surfaces - W2,1,10,
3.18336,,Spot,Selected Surfaces - W2,1,11,
5.31631,,Spot,Selected Surfaces - W2,1,12,
5.34543,,Spot,Selected Surfaces - W2,1,13,
2.20493,,Spot,Selected Surfaces - W2,1,14,
3.35553,,Spot,Selected Surfaces - W2,1,15,
4.09302,,Spot,Selected Surfaces - W2,1,16,
3.3469,,Spot,Selected Surfaces - W2,1,17,
2.84144,,Spot,Selected Surfaces - W2,1,18,
4.15132,,Spot,Selected Surfaces - W2,1,19,
2.02535,,Spot,Selected Surfaces - W2,1,20,
4.20911,,Spot,Selected Surfaces - W2,1,21,
3.73425,,Spot,Selected Surfaces - W2,1,22,
4.00821,,Spot,Selected Surfaces - W2,1,23,
6.3939,,Spot,Selected Surfaces - W2,1,24,
3.56632,,Spot,Selected Surfaces - W2,1,25,
4.3184,,Spot,Selected Surfaces - W2,1,26,
3.10109,,Spot,Selected Surfaces - W2,1,27,
2.78479,,Spot,Selected Surfaces - W2,1,28,
5.40009,,Spot,Selected Surfaces - W2,1,29,
2.89057,,Spot,Selected Surfaces - W2,1,30,
2.64866,,Spot,Selected Surfaces - W2,1,31,
3.14323,,Spot,Selected Surfaces - W2,1,32,
2.99962,,Spot,Selected Surfaces - W2,1,33,
2.40036,,Spot,Selected Surfaces - W2,1,34,
2.80736,,Spot,Selected Surfaces - W2,1,35,
2.75592,,Spot,Selected Surfaces - W2,1,36,
2.12742,,Spot,Selected Surfaces - W2,1,37,
1.98611,,Spot,Selected Surfaces - W2,1,38,
2.35961,,Spot,Selected Surfaces - W2,1,39,
4.02953,,Spot,Selected Surfaces - W2,1,40,
1.37862,,Spot,Selected Surfaces - W2,1,41,
