
Detailed
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,ID,
9.59212,,Spot,Selected Surfaces - W2,1,0,
8.46998,,Spot,Selected Surfaces - W2,1,1,
7.70086,,Spot,Selected Surfaces - W2,1,2,
1.26888,,Spot,Selected Surfaces - W2,1,3,
2.506,,Spot,Selected Surfaces - W2,1,4,
2.10871,,Spot,Selected Surfaces - W2,1,5,
6.75127,,Spot,Selected Surfaces - W2,1,6,
1.76125,,Spot,Selected Surfaces - W2,1,7,
2.34833,,Spot,Selected Surfaces - W2,1,8,
1.948,,Spot,Selected Surfaces - W2,1,9,
0.415161,,Spot,Selected Surfaces - W2,1,10,
1.54048,,Spot,Selected Surfaces - W2,1,11,
3.11456,,Spot,Selected Surfaces - W2,1,12,
2.39235,,Spot,Selected Surfaces - W2,1,13,
2.82253,,Spot,Selected Surfaces - W2,1,14,
3.71079,,Spot,Selected Surfaces - W2,1,15,
1.36294,,Spot,Selected Surfaces - W2,1,16,
1.86333,,Spot,Selected Surfaces - W2,1,17,
11.2155,,Spot,Selected Surfaces - W2,1,18,
18.0477,,Spot,Selected Surfaces - W2,1,19,
1.3662,,Spot,Selected Surfaces - W2,1,20,
8.59541,,Spot,Selected Surfaces - W2,1,21,
2.20492,,Spot,Selected Surfaces - W2,1,22,
6.20195,,Spot,Selected Surfaces - W2,1,23,
11.7359,,Spot,Selected Surfaces - W2,1,24,
1.51463,,Spot,Selected Surfaces - W2,1,25,
1.80009,,Spot,Selected Surfaces - W2,1,26,
15.6782,,Spot,Selected Surfaces - W2,1,27,
2.3192,,Spot,Selected Surfaces - W2,1,28,
16.753,,Spot,Selected Surfaces - W2,1,29,
19.4807,,Spot,Selected Surfaces - W2,1,30,
2.44901,,Spot,Selected Surfaces - W2,1,31,
2.66496,,Spot,Selected Surfaces - W2,1,32,
2.57811,,Spot,Selected Surfaces - W2,1,33,
13.0954,,Spot,Selected Surfaces - W2,1,34,
9.69932,,Spot,Selected Surfaces - W2,1,35,
10.8363,,Spot,Selected Surfaces - W2,1,36,
