
Selection
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,Set 1,ID,
2.59951,,Spot,Selected Surfaces - W2,1,ibranched,0,
2.25148,,Spot,Selected Surfaces - W2,1,ibranched,1,
1.24542,,Spot,Selected Surfaces - W2,1,ibranched,2,
1.67012,,Spot,Selected Surfaces - W2,1,ibranched,3,
21.4052,,Spot,Selected Surfaces - W2,1,ibranched,6,
1.59719,,Spot,Selected Surfaces - W2,1,ibranched,7,
3.4931,,Spot,Selected Surfaces - W2,1,ibranched,8,
3.5469,,Spot,Selected Surfaces - W2,1,ibranched,9,
1.46336,,Spot,Selected Surfaces - W2,1,ibranched,11,
4.20911,,Spot,Selected Surfaces - W2,1,ibranched,12,
2.62696,,Spot,Selected Surfaces - W2,1,ibranched,14,
2.63243,,Spot,Selected Surfaces - W2,1,ibranched,16,
3.58221,,Spot,Selected Surfaces - W2,1,ibranched,17,
4.94343,,Spot,Selected Surfaces - W2,1,ibranched,18,
14.4834,,Spot,Selected Surfaces - W2,1,ibranched,20,
14.8128,,Spot,Selected Surfaces - W2,1,ibranched,23,
15.2823,,Spot,Selected Surfaces - W2,1,ibranched,27,
15.5174,,Spot,Selected Surfaces - W2,1,ibranched,28,
3.27465,,Spot,Selected Surfaces - W2,1,ibranched,30,
15.7466,,Spot,Selected Surfaces - W2,1,ibranched,35,
16.9403,,Spot,Selected Surfaces - W2,1,ibranched,43,
1.1596,,Spot,Selected Surfaces - W2,1,ibranched,47,
1.66052,,Spot,Selected Surfaces - W2,1,ibranched,52,
20.4986,,Spot,Selected Surfaces - W2,1,ibranched,57,
21.7414,,Spot,Selected Surfaces - W2,1,ibranched,61,
23.2217,,Spot,Selected Surfaces - W2,1,ibranched,63,
25.5739,,Spot,Selected Surfaces - W2,1,ibranched,68,
27.7676,,Spot,Selected Surfaces - W2,1,ibranched,71,
30.1954,,Spot,Selected Surfaces - W2,1,ibranched,75,
2.74316,,Spot,Selected Surfaces - W2,1,ibranched,76,
4.39749,,Spot,Selected Surfaces - W2,1,ibranched,78,
1.36443,,Spot,Selected Surfaces - W2,1,ibranched,79,
2.35606,,Spot,Selected Surfaces - W2,1,ibranched,81,
1.71738,,Spot,Selected Surfaces - W2,1,ibranched,82,
4.02148,,Spot,Selected Surfaces - W2,1,ibranched,85,
4.69528,,Spot,Selected Surfaces - W2,1,ibranched,86,
4.27086,,Spot,Selected Surfaces - W2,1,ibranched,88,
4.67539,,Spot,Selected Surfaces - W2,1,ibranched,90,
1.93729,,Spot,Selected Surfaces - W2,1,ibranched,91,
3.73632,,Spot,Selected Surfaces - W2,1,ibranched,92,
1.75041,,Spot,Selected Surfaces - W2,1,ibranched,94,
2.11677,,Spot,Selected Surfaces - W2,1,ibranched,95,
4.20356,,Spot,Selected Surfaces - W2,1,ibranched,100,
4.63593,,Spot,Selected Surfaces - W2,1,ibranched,102,
2.10872,,Spot,Selected Surfaces - W2,1,ibranched,103,
2.49808,,Spot,Selected Surfaces - W2,1,ibranched,104,
2.23556,,Spot,Selected Surfaces - W2,1,ibranched,105,
4.37059,,Spot,Selected Surfaces - W2,1,ibranched,106,
4.23808,,Spot,Selected Surfaces - W2,1,ibranched,112,
4.77357,,Spot,Selected Surfaces - W2,1,ibranched,115,
2.5828,,Spot,Selected Surfaces - W2,1,ibranched,117,
1.14774,,Spot,Selected Surfaces - W2,1,ibranched,119,
1.30527,,Spot,Selected Surfaces - W2,1,ibranched,121,
1.31276,,Spot,Selected Surfaces - W2,1,ibranched,123,
3.30051,,Spot,Selected Surfaces - W2,1,ibranched,124,
7.11735,,Spot,Selected Surfaces - W2,1,ibranched,125,
1.64123,,Spot,Selected Surfaces - W2,1,ibranched,127,
2.71596,,Spot,Selected Surfaces - W2,1,ibranched,128,
1.95247,,Spot,Selected Surfaces - W2,1,ibranched,129,
4.25589,,Spot,Selected Surfaces - W2,1,ibranched,130,
4.1894,,Spot,Selected Surfaces - W2,1,ibranched,131,
3.67162,,Spot,Selected Surfaces - W2,1,ibranched,132,
1.46421,,Spot,Selected Surfaces - W2,1,ibranched,133,
2.30399,,Spot,Selected Surfaces - W2,1,ibranched,135,
1.67665,,Spot,Selected Surfaces - W2,1,ibranched,138,
2.08439,,Spot,Selected Surfaces - W2,1,ibranched,139,
2.91216,,Spot,Selected Surfaces - W2,1,ibranched,140,
1.66303,,Spot,Selected Surfaces - W2,1,ibranched,141,
2.71947,,Spot,Selected Surfaces - W2,1,ibranched,142,
1.5423,,Spot,Selected Surfaces - W2,1,ibranched,143,
4.02451,,Spot,Selected Surfaces - W2,1,ibranched,144,
3.36507,,Spot,Selected Surfaces - W2,1,ibranched,145,
2.08163,,Spot,Selected Surfaces - W2,1,ibranched,147,
0.240823,,Spot,Selected Surfaces - W2,1,ibranched,148,
4.37059,,Spot,Selected Surfaces - W2,1,ibranched,150,
4.17735,,Spot,Selected Surfaces - W2,1,ibranched,155,
1.93008,,Spot,Selected Surfaces - W2,1,ibranched,156,
1.36443,,Spot,Selected Surfaces - W2,1,ibranched,157,
0.474615,,Spot,Selected Surfaces - W2,1,ibranched,159,
3.32652,,Spot,Selected Surfaces - W2,1,ibranched,162,
4.0507,,Spot,Selected Surfaces - W2,1,ibranched,164,
1.31996,,Spot,Selected Surfaces - W2,1,ibranched,166,
1.76126,,Spot,Selected Surfaces - W2,1,ibranched,168,
1.31892,,Spot,Selected Surfaces - W2,1,ibranched,169,
3.89076,,Spot,Selected Surfaces - W2,1,ibranched,170,
2.3192,,Spot,Selected Surfaces - W2,1,ibranched,171,
2.44393,,Spot,Selected Surfaces - W2,1,ibranched,172,
3.13646,,Spot,Selected Surfaces - W2,1,ibranched,177,
4.93336,,Spot,Selected Surfaces - W2,1,ibranched,180,
1.08274,,Spot,Selected Surfaces - W2,1,ibranched,181,
1.88012,,Spot,Selected Surfaces - W2,1,ibranched,184,
4.35837,,Spot,Selected Surfaces - W2,1,ibranched,186,
1.80009,,Spot,Selected Surfaces - W2,1,ibranched,187,
2.12055,,Spot,Selected Surfaces - W2,1,ibranched,188,
