
Selection
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,Set 1,ID,
1.54229,,Spot,Selected Surfaces - W2,1,ibranched,1,
1.63047,,Spot,Selected Surfaces - W2,1,ibranched,2,
12.069,,Spot,Selected Surfaces - W2,1,ibranched,6,
3.09699,,Spot,Selected Surfaces - W2,1,ibranched,9,
3.22915,,Spot,Selected Surfaces - W2,1,ibranched,13,
1.96281,,Spot,Selected Surfaces - W2,1,ibranched,15,
4.52556,,Spot,Selected Surfaces - W2,1,ibranched,20,
1.54231,,Spot,Selected Surfaces - W2,1,ibranched,22,
3.42857,,Spot,Selected Surfaces - W2,1,ibranched,23,
1.83248,,Spot,Selected Surfaces - W2,1,ibranched,26,
1.99502,,Spot,Selected Surfaces - W2,1,ibranched,27,
3.27465,,Spot,Selected Surfaces - W2,1,ibranched,28,
4.36335,,Spot,Selected Surfaces - W2,1,ibranched,30,
13.7421,,Spot,Selected Surfaces - W2,1,ibranched,31,
1.71166,,Spot,Selected Surfaces - W2,1,ibranched,33,
5.16088,,Spot,Selected Surfaces - W2,1,ibranched,40,
1.17417,,Spot,Selected Surfaces - W2,1,ibranched,44,
5.98413,,Spot,Selected Surfaces - W2,1,ibranched,45,
1.24536,,Spot,Selected Surfaces - W2,1,ibranched,53,
19.7397,,Spot,Selected Surfaces - W2,1,ibranched,57,
1.00042,,Spot,Selected Surfaces - W2,1,ibranched,65,
1.65025,,Spot,Selected Surfaces - W2,1,ibranched,71,
4.85898,,Spot,Selected Surfaces - W2,1,ibranched,72,
2.49808,,Spot,Selected Surfaces - W2,1,ibranched,74,
27.5658,,Spot,Selected Surfaces - W2,1,ibranched,76,
24.5112,,Spot,Selected Surfaces - W2,1,ibranched,78,
25.4325,,Spot,Selected Surfaces - W2,1,ibranched,80,
27.2765,,Spot,Selected Surfaces - W2,1,ibranched,81,
28.4814,,Spot,Selected Surfaces - W2,1,ibranched,82,
2.22975,,Spot,Selected Surfaces - W2,1,ibranched,88,
1.64586,,Spot,Selected Surfaces - W2,1,ibranched,89,
1.59721,,Spot,Selected Surfaces - W2,1,ibranched,90,
4.59709,,Spot,Selected Surfaces - W2,1,ibranched,91,
4.15735,,Spot,Selected Surfaces - W2,1,ibranched,92,
1.15961,,Spot,Selected Surfaces - W2,1,ibranched,93,
1.61685,,Spot,Selected Surfaces - W2,1,ibranched,95,
1.31279,,Spot,Selected Surfaces - W2,1,ibranched,96,
5.2711,,Spot,Selected Surfaces - W2,1,ibranched,97,
4.52482,,Spot,Selected Surfaces - W2,1,ibranched,98,
1.79443,,Spot,Selected Surfaces - W2,1,ibranched,99,
4.55154,,Spot,Selected Surfaces - W2,1,ibranched,100,
4.67097,,Spot,Selected Surfaces - W2,1,ibranched,102,
1.49014,,Spot,Selected Surfaces - W2,1,ibranched,105,
1.424,,Spot,Selected Surfaces - W2,1,ibranched,108,
1.06287,,Spot,Selected Surfaces - W2,1,ibranched,113,
2.02536,,Spot,Selected Surfaces - W2,1,ibranched,114,
1.31276,,Spot,Selected Surfaces - W2,1,ibranched,115,
1.24629,,Spot,Selected Surfaces - W2,1,ibranched,117,
2.70758,,Spot,Selected Surfaces - W2,1,ibranched,118,
8.14787,,Spot,Selected Surfaces - W2,1,ibranched,119,
1.24854,,Spot,Selected Surfaces - W2,1,ibranched,120,
1.29975,,Spot,Selected Surfaces - W2,1,ibranched,121,
3.52142,,Spot,Selected Surfaces - W2,1,ibranched,123,
4.39673,,Spot,Selected Surfaces - W2,1,ibranched,124,
2.7856,,Spot,Selected Surfaces - W2,1,ibranched,126,
1.31276,,Spot,Selected Surfaces - W2,1,ibranched,130,
1.77471,,Spot,Selected Surfaces - W2,1,ibranched,132,
2.08151,,Spot,Selected Surfaces - W2,1,ibranched,133,
4.27006,,Spot,Selected Surfaces - W2,1,ibranched,135,
1.59719,,Spot,Selected Surfaces - W2,1,ibranched,136,
2.16549,,Spot,Selected Surfaces - W2,1,ibranched,139,
2.63089,,Spot,Selected Surfaces - W2,1,ibranched,140,
3.2682,,Spot,Selected Surfaces - W2,1,ibranched,141,
2.20492,,Spot,Selected Surfaces - W2,1,ibranched,143,
1.98236,,Spot,Selected Surfaces - W2,1,ibranched,145,
1.81278,,Spot,Selected Surfaces - W2,1,ibranched,150,
6.49874,,Spot,Selected Surfaces - W2,1,ibranched,151,
5.65167,,Spot,Selected Surfaces - W2,1,ibranched,154,
5.3414,,Spot,Selected Surfaces - W2,1,ibranched,155,
0.943202,,Spot,Selected Surfaces - W2,1,ibranched,156,
0.4151,,Spot,Selected Surfaces - W2,1,ibranched,157,
1.72969,,Spot,Selected Surfaces - W2,1,ibranched,159,
4.59992,,Spot,Selected Surfaces - W2,1,ibranched,161,
4.02297,,Spot,Selected Surfaces - W2,1,ibranched,162,
3.27466,,Spot,Selected Surfaces - W2,1,ibranched,163,
3.19437,,Spot,Selected Surfaces - W2,1,ibranched,167,
1.5527,,Spot,Selected Surfaces - W2,1,ibranched,169,
3.19439,,Spot,Selected Surfaces - W2,1,ibranched,173,
2.10874,,Spot,Selected Surfaces - W2,1,ibranched,176,
2,,Spot,Selected Surfaces - W2,1,ibranched,178,
1.98236,,Spot,Selected Surfaces - W2,1,ibranched,180,
4.69308,,Spot,Selected Surfaces - W2,1,ibranched,181,
6.07894,,Spot,Selected Surfaces - W2,1,ibranched,183,
1,,Spot,Selected Surfaces - W2,1,ibranched,184,
2.44904,,Spot,Selected Surfaces - W2,1,ibranched,185,
1.54601,,Spot,Selected Surfaces - W2,1,ibranched,187,
1.54954,,Spot,Selected Surfaces - W2,1,ibranched,189,
2.14891,,Spot,Selected Surfaces - W2,1,ibranched,190,
1.0061,,Spot,Selected Surfaces - W2,1,ibranched,192,
3.2045,,Spot,Selected Surfaces - W2,1,ibranched,196,
4.1063,,Spot,Selected Surfaces - W2,1,ibranched,199,
3.16155,,Spot,Selected Surfaces - W2,1,ibranched,200,
2.08439,,Spot,Selected Surfaces - W2,1,ibranched,207,
1.8001,,Spot,Selected Surfaces - W2,1,ibranched,209,
4.49463,,Spot,Selected Surfaces - W2,1,ibranched,210,
0.587083,,Spot,Selected Surfaces - W2,1,ibranched,211,
1.75586,,Spot,Selected Surfaces - W2,1,ibranched,213,
8.92612,,Spot,Selected Surfaces - W2,1,ibranched,225,
1.49678,,Spot,Selected Surfaces - W2,1,ibranched,226,
4.18679,,Spot,Selected Surfaces - W2,1,ibranched,227,
3.27465,,Spot,Selected Surfaces - W2,1,ibranched,231,
7.08244,,Spot,Selected Surfaces - W2,1,ibranched,233,
2.35607,,Spot,Selected Surfaces - W2,1,ibranched,234,
1.59334,,Spot,Selected Surfaces - W2,1,ibranched,235,
3.57813,,Spot,Selected Surfaces - W2,1,ibranched,237,
4.18215,,Spot,Selected Surfaces - W2,1,ibranched,240,
5.798,,Spot,Selected Surfaces - W2,1,ibranched,242,
1.31276,,Spot,Selected Surfaces - W2,1,ibranched,244,
3.38833,,Spot,Selected Surfaces - W2,1,ibranched,246,
4.25812,,Spot,Selected Surfaces - W2,1,ibranched,251,
1.93213,,Spot,Selected Surfaces - W2,1,ibranched,254,
3.48452,,Spot,Selected Surfaces - W2,1,ibranched,255,
2.40967,,Spot,Selected Surfaces - W2,1,ibranched,258,
1.54229,,Spot,Selected Surfaces - W2,1,ibranched,259,
3.5361,,Spot,Selected Surfaces - W2,1,ibranched,263,
2.99962,,Spot,Selected Surfaces - W2,1,ibranched,266,
3.42858,,Spot,Selected Surfaces - W2,1,ibranched,268,
0.928274,,Spot,Selected Surfaces - W2,1,ibranched,270,
1.16438,,Spot,Selected Surfaces - W2,1,ibranched,272,
3.24231,,Spot,Selected Surfaces - W2,1,ibranched,276,
3.64807,,Spot,Selected Surfaces - W2,1,ibranched,278,
2,,Spot,Selected Surfaces - W2,1,ibranched,279,
3.98666,,Spot,Selected Surfaces - W2,1,ibranched,284,
8.45564,,Spot,Selected Surfaces - W2,1,ibranched,286,
2.3411,,Spot,Selected Surfaces - W2,1,ibranched,287,
3.39299,,Spot,Selected Surfaces - W2,1,ibranched,290,
2.45619,,Spot,Selected Surfaces - W2,1,ibranched,292,
7.88731,,Spot,Selected Surfaces - W2,1,ibranched,293,
3.27465,,Spot,Selected Surfaces - W2,1,ibranched,294,
3.45395,,Spot,Selected Surfaces - W2,1,ibranched,303,
