
Selection
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,Set 1,ID,
1.48373,µm,Spot,Selected Surfaces - W2,1,ibranched,0,
2.20492,µm,Spot,Selected Surfaces - W2,1,ibranched,1,
3.47366,µm,Spot,Selected Surfaces - W2,1,ibranched,2,
3.27465,µm,Spot,Selected Surfaces - W2,1,ibranched,4,
7.55195,µm,Spot,Selected Surfaces - W2,1,ibranched,5,
3.62632,µm,Spot,Selected Surfaces - W2,1,ibranched,6,
10.1263,µm,Spot,Selected Surfaces - W2,1,ibranched,7,
2.96589,µm,Spot,Selected Surfaces - W2,1,ibranched,9,
2.36831,µm,Spot,Selected Surfaces - W2,1,ibranched,10,
4.79156,µm,Spot,Selected Surfaces - W2,1,ibranched,11,
2.01627,µm,Spot,Selected Surfaces - W2,1,ibranched,12,
2.24917,µm,Spot,Selected Surfaces - W2,1,ibranched,13,
8.45007,µm,Spot,Selected Surfaces - W2,1,ibranched,15,
3.22126,µm,Spot,Selected Surfaces - W2,1,ibranched,16,
2.16751,µm,Spot,Selected Surfaces - W2,1,ibranched,17,
3.60019,µm,Spot,Selected Surfaces - W2,1,ibranched,18,
7.22851,µm,Spot,Selected Surfaces - W2,1,ibranched,19,
3.52799,µm,Spot,Selected Surfaces - W2,1,ibranched,20,
3.67162,µm,Spot,Selected Surfaces - W2,1,ibranched,21,
0.841242,µm,Spot,Selected Surfaces - W2,1,ibranched,22,
3.24824,µm,Spot,Selected Surfaces - W2,1,ibranched,23,
1.69728,µm,Spot,Selected Surfaces - W2,1,ibranched,24,
3.15617,µm,Spot,Selected Surfaces - W2,1,ibranched,25,
8.61495,µm,Spot,Selected Surfaces - W2,1,ibranched,28,
3.64808,µm,Spot,Selected Surfaces - W2,1,ibranched,29,
2.11321,µm,Spot,Selected Surfaces - W2,1,ibranched,31,
4.1063,µm,Spot,Selected Surfaces - W2,1,ibranched,32,
3.3858,µm,Spot,Selected Surfaces - W2,1,ibranched,34,
2.10871,µm,Spot,Selected Surfaces - W2,1,ibranched,35,
2.91216,µm,Spot,Selected Surfaces - W2,1,ibranched,36,
