
Selection
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,Set 1,ID,
0.928288,,Spot,Selected Surfaces - W2,1,ibranched,0,
3.89915,,Spot,Selected Surfaces - W2,1,ibranched,1,
2.93545,,Spot,Selected Surfaces - W2,1,ibranched,2,
1.1596,,Spot,Selected Surfaces - W2,1,ibranched,4,
4.39746,,Spot,Selected Surfaces - W2,1,ibranched,5,
3.66169,,Spot,Selected Surfaces - W2,1,ibranched,6,
1.59719,,Spot,Selected Surfaces - W2,1,ibranched,7,
1.97988,,Spot,Selected Surfaces - W2,1,ibranched,8,
0.796842,,Spot,Selected Surfaces - W2,1,ibranched,10,
1.65024,,Spot,Selected Surfaces - W2,1,ibranched,11,
1.9862,,Spot,Selected Surfaces - W2,1,ibranched,13,
1.59719,,Spot,Selected Surfaces - W2,1,ibranched,14,
1.08274,,Spot,Selected Surfaces - W2,1,ibranched,15,
0.968719,,Spot,Selected Surfaces - W2,1,ibranched,16,
2.0464,,Spot,Selected Surfaces - W2,1,ibranched,17,
2.49807,,Spot,Selected Surfaces - W2,1,ibranched,18,
3.98324,,Spot,Selected Surfaces - W2,1,ibranched,19,
1.17417,,Spot,Selected Surfaces - W2,1,ibranched,20,
4.73036,,Spot,Selected Surfaces - W2,1,ibranched,22,
4.93745,,Spot,Selected Surfaces - W2,1,ibranched,25,
0.830261,,Spot,Selected Surfaces - W2,1,ibranched,26,
1.1596,,Spot,Selected Surfaces - W2,1,ibranched,27,
2.3192,,Spot,Selected Surfaces - W2,1,ibranched,28,
2.83227,,Spot,Selected Surfaces - W2,1,ibranched,29,
4.28742,,Spot,Selected Surfaces - W2,1,ibranched,30,
0.74891,,Spot,Selected Surfaces - W2,1,ibranched,32,
0.396078,,Spot,Selected Surfaces - W2,1,ibranched,34,
1.80009,,Spot,Selected Surfaces - W2,1,ibranched,35,
1.36445,,Spot,Selected Surfaces - W2,1,ibranched,36,
3.25011,,Spot,Selected Surfaces - W2,1,ibranched,37,
2.08438,,Spot,Selected Surfaces - W2,1,ibranched,38,
1.54229,,Spot,Selected Surfaces - W2,1,ibranched,40,
0.415161,,Spot,Selected Surfaces - W2,1,ibranched,42,
1.36442,,Spot,Selected Surfaces - W2,1,ibranched,43,
2.08439,,Spot,Selected Surfaces - W2,1,ibranched,44,
