
Detailed
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,ID,
1.69796,,Spot,Selected Surfaces - W0,1,0,
4.17971,,Spot,Selected Surfaces - W0,1,1,
1.41574,,Spot,Selected Surfaces - W0,1,2,
3.02006,,Spot,Selected Surfaces - W0,1,3,
6.17452,,Spot,Selected Surfaces - W0,1,4,
5.94319,,Spot,Selected Surfaces - W0,1,5,
1.17417,,Spot,Selected Surfaces - W0,1,6,
1.5259,,Spot,Selected Surfaces - W0,1,7,
3.56624,,Spot,Selected Surfaces - W0,1,8,
0.830261,,Spot,Selected Surfaces - W0,1,9,
3.30704,,Spot,Selected Surfaces - W0,1,10,
1.98801,,Spot,Selected Surfaces - W0,1,11,
1.40771,,Spot,Selected Surfaces - W0,1,12,
1.85652,,Spot,Selected Surfaces - W0,1,13,
1.54229,,Spot,Selected Surfaces - W0,1,14,
1.75954,,Spot,Selected Surfaces - W0,1,15,
13.1822,,Spot,Selected Surfaces - W0,1,16,
1.57583,,Spot,Selected Surfaces - W0,1,17,
4.46741,,Spot,Selected Surfaces - W0,1,18,
4.85578,,Spot,Selected Surfaces - W0,1,19,
0.501055,,Spot,Selected Surfaces - W0,1,20,
2.02534,,Spot,Selected Surfaces - W0,1,21,
1.8001,,Spot,Selected Surfaces - W0,1,22,
1.64231,,Spot,Selected Surfaces - W0,1,23,
0.830276,,Spot,Selected Surfaces - W0,1,24,
4.1632,,Spot,Selected Surfaces - W0,1,25,
1.82112,,Spot,Selected Surfaces - W0,1,26,
1.65026,,Spot,Selected Surfaces - W0,1,27,
1.65025,,Spot,Selected Surfaces - W0,1,28,
3.95581,,Spot,Selected Surfaces - W0,1,29,
2.54729,,Spot,Selected Surfaces - W0,1,30,
2.02535,,Spot,Selected Surfaces - W0,1,31,
2.66801,,Spot,Selected Surfaces - W0,1,32,
0.590397,,Spot,Selected Surfaces - W0,1,33,
0.430313,,Spot,Selected Surfaces - W0,1,34,
2.00434,,Spot,Selected Surfaces - W0,1,35,
1.32323,,Spot,Selected Surfaces - W0,1,36,
1.8858,,Spot,Selected Surfaces - W0,1,37,
3.24824,,Spot,Selected Surfaces - W0,1,38,
1.92279,,Spot,Selected Surfaces - W0,1,39,
1.87402,,Spot,Selected Surfaces - W0,1,40,
5.41773,,Spot,Selected Surfaces - W0,1,41,
1.80009,,Spot,Selected Surfaces - W0,1,42,
1.65027,,Spot,Selected Surfaces - W0,1,43,
0.798686,,Spot,Selected Surfaces - W0,1,44,
2.02536,,Spot,Selected Surfaces - W0,1,45,
1.55349,,Spot,Selected Surfaces - W0,1,46,
1.77307,,Spot,Selected Surfaces - W0,1,47,
2.44904,,Spot,Selected Surfaces - W0,1,48,
1.59719,,Spot,Selected Surfaces - W0,1,49,
0.830261,,Spot,Selected Surfaces - W0,1,50,
2.15081,,Spot,Selected Surfaces - W0,1,51,
3.47879,,Spot,Selected Surfaces - W0,1,52,
1.57644,,Spot,Selected Surfaces - W0,1,53,
1.74388,,Spot,Selected Surfaces - W0,1,54,
1.07576,,Spot,Selected Surfaces - W0,1,55,
1,,Spot,Selected Surfaces - W0,1,56,
1.8001,,Spot,Selected Surfaces - W0,1,57,
1.86348,,Spot,Selected Surfaces - W0,1,58,
1.76004,,Spot,Selected Surfaces - W0,1,59,
2.65603,,Spot,Selected Surfaces - W0,1,60,
1.75801,,Spot,Selected Surfaces - W0,1,61,
1.31276,,Spot,Selected Surfaces - W0,1,62,
11.323,,Spot,Selected Surfaces - W0,1,63,
2.65509,,Spot,Selected Surfaces - W0,1,64,
2.64127,,Spot,Selected Surfaces - W0,1,65,
1.21809,,Spot,Selected Surfaces - W0,1,66,
1.99889,,Spot,Selected Surfaces - W0,1,67,
0.92826,,Spot,Selected Surfaces - W0,1,68,
3.16001,,Spot,Selected Surfaces - W0,1,69,
5.99256,,Spot,Selected Surfaces - W0,1,70,
3.04547,,Spot,Selected Surfaces - W0,1,71,
1.9927,,Spot,Selected Surfaces - W0,1,72,
1.45276,,Spot,Selected Surfaces - W0,1,73,
2.49971,,Spot,Selected Surfaces - W0,1,74,
1.92125,,Spot,Selected Surfaces - W0,1,75,
1.90499,,Spot,Selected Surfaces - W0,1,76,
3.10108,,Spot,Selected Surfaces - W0,1,77,
3.78244,,Spot,Selected Surfaces - W0,1,78,
2.76777,,Spot,Selected Surfaces - W0,1,79,
2.33152,,Spot,Selected Surfaces - W0,1,80,
2.22414,,Spot,Selected Surfaces - W0,1,81,
6.35131,,Spot,Selected Surfaces - W0,1,82,
3.64945,,Spot,Selected Surfaces - W0,1,83,
2.44901,,Spot,Selected Surfaces - W0,1,84,
2.33619,,Spot,Selected Surfaces - W0,1,85,
2.34283,,Spot,Selected Surfaces - W0,1,86,
1.74873,,Spot,Selected Surfaces - W0,1,87,
2.88242,,Spot,Selected Surfaces - W0,1,88,
8.66574,,Spot,Selected Surfaces - W0,1,89,
2.72886,,Spot,Selected Surfaces - W0,1,90,
1.80011,,Spot,Selected Surfaces - W0,1,91,
2.10874,,Spot,Selected Surfaces - W0,1,92,
2.12202,,Spot,Selected Surfaces - W0,1,93,
2.16549,,Spot,Selected Surfaces - W0,1,94,
2.54972,,Spot,Selected Surfaces - W0,1,95,
8.15325,,Spot,Selected Surfaces - W0,1,96,
2.16174,,Spot,Selected Surfaces - W0,1,97,
2.68403,,Spot,Selected Surfaces - W0,1,98,
2.14257,,Spot,Selected Surfaces - W0,1,99,
3.92162,,Spot,Selected Surfaces - W0,1,100,
2.68403,,Spot,Selected Surfaces - W0,1,101,
2.81244,,Spot,Selected Surfaces - W0,1,102,
1.88383,,Spot,Selected Surfaces - W0,1,103,
3.105,,Spot,Selected Surfaces - W0,1,104,
2.02534,,Spot,Selected Surfaces - W0,1,105,
1.14647,,Spot,Selected Surfaces - W0,1,106,
1.98234,,Spot,Selected Surfaces - W0,1,107,
2.48227,,Spot,Selected Surfaces - W0,1,108,
1.98234,,Spot,Selected Surfaces - W0,1,109,
3.04165,,Spot,Selected Surfaces - W0,1,110,
1.3797,,Spot,Selected Surfaces - W0,1,111,
9.7447,,Spot,Selected Surfaces - W0,1,112,
3.67371,,Spot,Selected Surfaces - W0,1,113,
2.2043,,Spot,Selected Surfaces - W0,1,114,
1.49677,,Spot,Selected Surfaces - W0,1,115,
2.78862,,Spot,Selected Surfaces - W0,1,116,
2.68406,,Spot,Selected Surfaces - W0,1,117,
2.44901,,Spot,Selected Surfaces - W0,1,118,
2.22601,,Spot,Selected Surfaces - W0,1,119,
2.30399,,Spot,Selected Surfaces - W0,1,120,
1.85646,,Spot,Selected Surfaces - W0,1,121,
3.94896,,Spot,Selected Surfaces - W0,1,122,
2.08697,,Spot,Selected Surfaces - W0,1,123,
1.58135,,Spot,Selected Surfaces - W0,1,124,
3.23581,,Spot,Selected Surfaces - W0,1,125,
2.07568,,Spot,Selected Surfaces - W0,1,126,
2.39993,,Spot,Selected Surfaces - W0,1,127,
2.93545,,Spot,Selected Surfaces - W0,1,128,
2.11156,,Spot,Selected Surfaces - W0,1,129,
2.07565,,Spot,Selected Surfaces - W0,1,130,
2.62552,,Spot,Selected Surfaces - W0,1,131,
2.72886,,Spot,Selected Surfaces - W0,1,132,
3.00749,,Spot,Selected Surfaces - W0,1,133,
2.41431,,Spot,Selected Surfaces - W0,1,134,
1.85652,,Spot,Selected Surfaces - W0,1,135,
2.49807,,Spot,Selected Surfaces - W0,1,136,
3.62404,,Spot,Selected Surfaces - W0,1,137,
1.36443,,Spot,Selected Surfaces - W0,1,138,
2.30398,,Spot,Selected Surfaces - W0,1,139,
13.1662,,Spot,Selected Surfaces - W0,1,140,
1.08647,,Spot,Selected Surfaces - W0,1,141,
2.68403,,Spot,Selected Surfaces - W0,1,142,
2.82797,,Spot,Selected Surfaces - W0,1,143,
3.42436,,Spot,Selected Surfaces - W0,1,144,
2.59949,,Spot,Selected Surfaces - W0,1,145,
2.34108,,Spot,Selected Surfaces - W0,1,146,
2.42166,,Spot,Selected Surfaces - W0,1,147,
1.951,,Spot,Selected Surfaces - W0,1,148,
3.12985,,Spot,Selected Surfaces - W0,1,149,
2.59949,,Spot,Selected Surfaces - W0,1,150,
3.42987,,Spot,Selected Surfaces - W0,1,151,
1.56116,,Spot,Selected Surfaces - W0,1,152,
1.67541,,Spot,Selected Surfaces - W0,1,153,
1.49082,,Spot,Selected Surfaces - W0,1,154,
4.6448,,Spot,Selected Surfaces - W0,1,155,
2.04344,,Spot,Selected Surfaces - W0,1,156,
2.1982,,Spot,Selected Surfaces - W0,1,157,
2.54658,,Spot,Selected Surfaces - W0,1,158,
2.73388,,Spot,Selected Surfaces - W0,1,159,
15.2248,,Spot,Selected Surfaces - W0,1,160,
0.830276,,Spot,Selected Surfaces - W0,1,161,
2.05553,,Spot,Selected Surfaces - W0,1,162,
5.39086,,Spot,Selected Surfaces - W0,1,163,
2.11677,,Spot,Selected Surfaces - W0,1,164,
2.62513,,Spot,Selected Surfaces - W0,1,165,
3.87882,,Spot,Selected Surfaces - W0,1,166,
3.12707,,Spot,Selected Surfaces - W0,1,167,
2.63346,,Spot,Selected Surfaces - W0,1,168,
1.71164,,Spot,Selected Surfaces - W0,1,169,
