
Detailed
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,ID,
1.29974,,Spot,Selected Surfaces - W0,1,0,
2.03241,,Spot,Selected Surfaces - W0,1,1,
2.58482,,Spot,Selected Surfaces - W0,1,2,
1.95681,,Spot,Selected Surfaces - W0,1,3,
1.98234,,Spot,Selected Surfaces - W0,1,4,
3.97309,,Spot,Selected Surfaces - W0,1,5,
3.37185,,Spot,Selected Surfaces - W0,1,6,
0.587062,,Spot,Selected Surfaces - W0,1,7,
5.01337,,Spot,Selected Surfaces - W0,1,8,
2.09998,,Spot,Selected Surfaces - W0,1,9,
2.88243,,Spot,Selected Surfaces - W0,1,10,
8.36306,,Spot,Selected Surfaces - W0,1,11,
1.36443,,Spot,Selected Surfaces - W0,1,12,
1.64835,,Spot,Selected Surfaces - W0,1,13,
1.32312,,Spot,Selected Surfaces - W0,1,14,
1.91158,,Spot,Selected Surfaces - W0,1,15,
3.17772,,Spot,Selected Surfaces - W0,1,16,
2.19189,,Spot,Selected Surfaces - W0,1,17,
0.830261,,Spot,Selected Surfaces - W0,1,18,
11.1134,,Spot,Selected Surfaces - W0,1,19,
3.89071,,Spot,Selected Surfaces - W0,1,20,
2.19756,,Spot,Selected Surfaces - W0,1,21,
2.30895,,Spot,Selected Surfaces - W0,1,22,
2.53409,,Spot,Selected Surfaces - W0,1,23,
1.36443,,Spot,Selected Surfaces - W0,1,24,
1.7956,,Spot,Selected Surfaces - W0,1,25,
11.2648,,Spot,Selected Surfaces - W0,1,26,
0.403302,,Spot,Selected Surfaces - W0,1,27,
2.32818,,Spot,Selected Surfaces - W0,1,28,
3.29495,,Spot,Selected Surfaces - W0,1,29,
0.541553,,Spot,Selected Surfaces - W0,1,30,
1.49192,,Spot,Selected Surfaces - W0,1,31,
1.6601,,Spot,Selected Surfaces - W0,1,32,
1.64494,,Spot,Selected Surfaces - W0,1,33,
3.26263,,Spot,Selected Surfaces - W0,1,34,
1.28848,,Spot,Selected Surfaces - W0,1,35,
1.29028,,Spot,Selected Surfaces - W0,1,36,
1.98235,,Spot,Selected Surfaces - W0,1,37,
1.53114,,Spot,Selected Surfaces - W0,1,38,
1.73177,,Spot,Selected Surfaces - W0,1,39,
2.7636,,Spot,Selected Surfaces - W0,1,40,
2.06291,,Spot,Selected Surfaces - W0,1,41,
1.85457,,Spot,Selected Surfaces - W0,1,42,
2.33657,,Spot,Selected Surfaces - W0,1,43,
2.09438,,Spot,Selected Surfaces - W0,1,44,
0.310204,,Spot,Selected Surfaces - W0,1,45,
2.10242,,Spot,Selected Surfaces - W0,1,46,
1.05923,,Spot,Selected Surfaces - W0,1,47,
2.13773,,Spot,Selected Surfaces - W0,1,48,
1.83163,,Spot,Selected Surfaces - W0,1,49,
1.04551,,Spot,Selected Surfaces - W0,1,50,
2.55245,,Spot,Selected Surfaces - W0,1,51,
0.415131,,Spot,Selected Surfaces - W0,1,52,
12.9506,,Spot,Selected Surfaces - W0,1,53,
2.58779,,Spot,Selected Surfaces - W0,1,54,
2.84274,,Spot,Selected Surfaces - W0,1,55,
0.921551,,Spot,Selected Surfaces - W0,1,56,
11.6372,,Spot,Selected Surfaces - W0,1,57,
1.80009,,Spot,Selected Surfaces - W0,1,58,
0.928288,,Spot,Selected Surfaces - W0,1,59,
2.58603,,Spot,Selected Surfaces - W0,1,60,
1.31275,,Spot,Selected Surfaces - W0,1,61,
2.80873,,Spot,Selected Surfaces - W0,1,62,
2.21004,,Spot,Selected Surfaces - W0,1,63,
0.928247,,Spot,Selected Surfaces - W0,1,64,
1.63658,,Spot,Selected Surfaces - W0,1,65,
2.36169,,Spot,Selected Surfaces - W0,1,66,
0.988119,,Spot,Selected Surfaces - W0,1,67,
1.13856,,Spot,Selected Surfaces - W0,1,68,
2.03698,,Spot,Selected Surfaces - W0,1,69,
4.08526,,Spot,Selected Surfaces - W0,1,70,
2.20492,,Spot,Selected Surfaces - W0,1,71,
12.8279,,Spot,Selected Surfaces - W0,1,72,
1.70827,,Spot,Selected Surfaces - W0,1,73,
0.92826,,Spot,Selected Surfaces - W0,1,74,
1.66052,,Spot,Selected Surfaces - W0,1,75,
0.92826,,Spot,Selected Surfaces - W0,1,76,
2.36561,,Spot,Selected Surfaces - W0,1,77,
1.50952,,Spot,Selected Surfaces - W0,1,78,
2.9207,,Spot,Selected Surfaces - W0,1,79,
3.11974,,Spot,Selected Surfaces - W0,1,80,
3.4029,,Spot,Selected Surfaces - W0,1,81,
2.89723,,Spot,Selected Surfaces - W0,1,82,
2.5995,,Spot,Selected Surfaces - W0,1,83,
1.56779,,Spot,Selected Surfaces - W0,1,84,
2.84818,,Spot,Selected Surfaces - W0,1,85,
3.32652,,Spot,Selected Surfaces - W0,1,86,
0.765694,,Spot,Selected Surfaces - W0,1,87,
1.08274,,Spot,Selected Surfaces - W0,1,88,
6.23252,,Spot,Selected Surfaces - W0,1,89,
1.29974,,Spot,Selected Surfaces - W0,1,90,
1.1596,,Spot,Selected Surfaces - W0,1,91,
2.20492,,Spot,Selected Surfaces - W0,1,92,
2.90594,,Spot,Selected Surfaces - W0,1,93,
3.11277,,Spot,Selected Surfaces - W0,1,94,
2.46894,,Spot,Selected Surfaces - W0,1,95,
2.08009,,Spot,Selected Surfaces - W0,1,96,
1.96685,,Spot,Selected Surfaces - W0,1,97,
1.65025,,Spot,Selected Surfaces - W0,1,98,
2.67063,,Spot,Selected Surfaces - W0,1,99,
2.03682,,Spot,Selected Surfaces - W0,1,100,
2.5238,,Spot,Selected Surfaces - W0,1,101,
1.91317,,Spot,Selected Surfaces - W0,1,102,
3.05445,,Spot,Selected Surfaces - W0,1,103,
1.65026,,Spot,Selected Surfaces - W0,1,104,
2.54587,,Spot,Selected Surfaces - W0,1,105,
4.31825,,Spot,Selected Surfaces - W0,1,106,
2.42232,,Spot,Selected Surfaces - W0,1,107,
3.41484,,Spot,Selected Surfaces - W0,1,108,
3.4788,,Spot,Selected Surfaces - W0,1,109,
2.59949,,Spot,Selected Surfaces - W0,1,110,
4.08526,,Spot,Selected Surfaces - W0,1,111,
2.31523,,Spot,Selected Surfaces - W0,1,112,
2.16549,,Spot,Selected Surfaces - W0,1,113,
3.11277,,Spot,Selected Surfaces - W0,1,114,
2.01789,,Spot,Selected Surfaces - W0,1,115,
3.60615,,Spot,Selected Surfaces - W0,1,116,
2.344,,Spot,Selected Surfaces - W0,1,117,
3.01151,,Spot,Selected Surfaces - W0,1,118,
4.70952,,Spot,Selected Surfaces - W0,1,119,
0.92826,,Spot,Selected Surfaces - W0,1,120,
3.15536,,Spot,Selected Surfaces - W0,1,121,
0.534627,,Spot,Selected Surfaces - W0,1,122,
2.94323,,Spot,Selected Surfaces - W0,1,123,
2.21512,,Spot,Selected Surfaces - W0,1,124,
3.95582,,Spot,Selected Surfaces - W0,1,125,
1.27198,,Spot,Selected Surfaces - W0,1,126,
1.29975,,Spot,Selected Surfaces - W0,1,127,
2.23242,,Spot,Selected Surfaces - W0,1,128,
1.80012,,Spot,Selected Surfaces - W0,1,129,
4.35083,,Spot,Selected Surfaces - W0,1,130,
1.08274,,Spot,Selected Surfaces - W0,1,131,
1.03864,,Spot,Selected Surfaces - W0,1,132,
1.29976,,Spot,Selected Surfaces - W0,1,133,
2.29582,,Spot,Selected Surfaces - W0,1,134,
2.65534,,Spot,Selected Surfaces - W0,1,135,
4.83772,,Spot,Selected Surfaces - W0,1,136,
1.08273,,Spot,Selected Surfaces - W0,1,137,
3.24823,,Spot,Selected Surfaces - W0,1,138,
3.22845,,Spot,Selected Surfaces - W0,1,139,
1.29593,,Spot,Selected Surfaces - W0,1,140,
1.26557,,Spot,Selected Surfaces - W0,1,141,
1.34544,,Spot,Selected Surfaces - W0,1,142,
1.93838,,Spot,Selected Surfaces - W0,1,143,
0.830261,,Spot,Selected Surfaces - W0,1,144,
2.04685,,Spot,Selected Surfaces - W0,1,145,
1.31276,,Spot,Selected Surfaces - W0,1,146,
1.08274,,Spot,Selected Surfaces - W0,1,147,
2.63244,,Spot,Selected Surfaces - W0,1,148,
1.36443,,Spot,Selected Surfaces - W0,1,149,
2.61903,,Spot,Selected Surfaces - W0,1,150,
2.3192,,Spot,Selected Surfaces - W0,1,151,
2.0844,,Spot,Selected Surfaces - W0,1,152,
