 ,Area,Mean,MinThr,MaxThr
1,1547,3.092,2,32767
2,1475,3.020,2,32767
3,1509,2.972,2,32767
4,1421,3.043,2,32767
5,1212,3.119,2,32767
6,1494,2.940,2,32767
7,1394,2.995,2,32767
8,1350,3.003,2,32767
9,1524,2.889,2,32767
10,1318,2.956,2,32767
11,1354,2.965,2,32767
12,1268,3.050,2,32767
13,1210,3.040,2,32767
14,1322,2.983,2,32767
15,1382,2.937,2,32767
16,1285,2.947,2,32767
17,1249,2.974,2,32767
18,1381,2.966,2,32767
19,1222,3.026,2,32767
20,1470,2.969,2,32767
21,1234,3.015,2,32767
22,1350,2.974,2,32767
23,1369,3.091,2,32767
24,1296,2.963,2,32767
25,1215,2.900,2,32767
26,1348,2.962,2,32767
27,1272,2.873,2,32767
28,1162,2.973,2,32767
29,1193,2.886,2,32767
30,1109,2.899,2,32767
31,1334,2.897,2,32767
32,1401,2.924,2,32767
33,1292,2.811,2,32767
34,1403,2.974,2,32767
35,1167,3.003,2,32767
36,1204,2.974,2,32767
37,1143,3.033,2,32767
38,1184,3.035,2,32767
39,1257,2.871,2,32767
40,1127,2.997,2,32767
41,1227,3.073,2,32767
42,1069,3.118,2,32767
43,1204,2.920,2,32767
44,1127,2.902,2,32767
45,1151,2.941,2,32767
46,1129,2.973,2,32767
47,1092,2.975,2,32767
48,1158,2.976,2,32767
49,1228,2.863,2,32767
50,1226,2.910,2,32767
51,1359,2.710,2,32767
52,1229,2.881,2,32767
53,1441,2.654,2,32767
54,1510,2.812,2,32767
55,1445,2.729,2,32767
56,1268,2.726,2,32767
57,1423,2.650,2,32767
58,1358,2.793,2,32767
59,1375,2.905,2,32767
60,1352,2.816,2,32767
61,1340,2.653,2,32767
62,1386,2.666,2,32767
63,1481,2.749,2,32767
64,1273,2.878,2,32767
65,1500,2.722,2,32767
66,1380,2.817,2,32767
67,1417,2.892,2,32767
68,1427,2.908,2,32767
69,1431,2.758,2,32767
70,1435,2.865,2,32767
71,1402,2.923,2,32767
72,1573,2.802,2,32767
73,1431,2.885,2,32767
74,1480,2.924,2,32767
75,1680,3.108,2,32767
76,1726,2.976,2,32767
77,1530,2.988,2,32767
78,1848,3.002,2,32767
79,1909,3.177,2,32767
80,2020,3.148,2,32767
81,2095,3.145,2,32767
82,1958,3.223,2,32767
83,2132,3.115,2,32767
84,2118,3.256,2,32767
85,2363,3.330,2,32767
86,2646,3.158,2,32767
87,2692,3.461,2,32767
88,2606,3.347,2,32767
89,2434,3.530,2,32767
90,2287,3.739,2,32767
91,2349,3.764,2,32767
92,2436,3.729,2,32767
93,2518,3.888,2,32767
94,2331,3.850,2,32767
95,2215,3.854,2,32767
96,2453,3.751,2,32767
97,2283,3.689,2,32767
98,2305,3.706,2,32767
99,2152,3.705,2,32767
100,2342,3.547,2,32767
101,2350,3.542,2,32767
102,2415,3.370,2,32767
103,2072,3.479,2,32767
104,2054,3.441,2,32767
105,2118,3.360,2,32767
106,2006,3.393,2,32767
107,1912,3.299,2,32767
108,1758,3.422,2,32767
109,1758,3.362,2,32767
