 ,Area,Mean,MinThr,MaxThr
1,3052,2.356,2,32767
2,2684,2.409,2,32767
3,2875,2.412,2,32767
4,2740,2.405,2,32767
5,2363,2.371,2,32767
6,2544,2.440,2,32767
7,2848,2.411,2,32767
8,3379,2.332,2,32767
9,3242,2.322,2,32767
10,3325,2.323,2,32767
11,3544,2.305,2,32767
12,3964,2.253,2,32767
13,4728,2.240,2,32767
14,4513,2.238,2,32767
15,4273,2.255,2,32767
16,4605,2.262,2,32767
17,4510,2.234,2,32767
18,4082,2.240,2,32767
19,4051,2.272,2,32767
20,4304,2.247,2,32767
21,3552,2.252,2,32767
22,3483,2.285,2,32767
23,3505,2.265,2,32767
24,3474,2.311,2,32767
25,3226,2.331,2,32767
26,2904,2.296,2,32767
27,2992,2.305,2,32767
28,2989,2.312,2,32767
29,3070,2.339,2,32767
30,3042,2.326,2,32767
31,3098,2.334,2,32767
32,3173,2.300,2,32767
33,3566,2.278,2,32767
34,3023,2.280,2,32767
35,3742,2.255,2,32767
36,3568,2.286,2,32767
37,3915,2.282,2,32767
38,3929,2.266,2,32767
39,3717,2.263,2,32767
40,3657,2.276,2,32767
41,3746,2.225,2,32767
42,3792,2.279,2,32767
43,4156,2.278,2,32767
44,3941,2.264,2,32767
45,3761,2.324,2,32767
46,3342,2.303,2,32767
47,3525,2.319,2,32767
48,3461,2.304,2,32767
49,3428,2.397,2,32767
50,3676,2.330,2,32767
51,3743,2.309,2,32767
52,3969,2.274,2,32767
53,4204,2.298,2,32767
54,4524,2.297,2,32767
55,3690,2.267,2,32767
56,2698,2.284,2,32767
57,2974,2.275,2,32767
58,2941,2.288,2,32767
59,3209,2.286,2,32767
60,3634,2.272,2,32767
61,3425,2.232,2,32767
62,3395,2.228,2,32767
63,3406,2.240,2,32767
64,3673,2.254,2,32767
65,4006,2.243,2,32767
66,3291,2.238,2,32767
67,3340,2.326,2,32767
68,3070,2.320,2,32767
69,3285,2.404,2,32767
70,3750,2.338,2,32767
71,3608,2.368,2,32767
72,4053,2.463,2,32767
73,3709,2.484,2,32767
74,3911,2.476,2,32767
75,4077,2.474,2,32767
76,4345,2.478,2,32767
77,4213,2.449,2,32767
78,4172,2.465,2,32767
79,3735,2.417,2,32767
80,3802,2.407,2,32767
81,3646,2.429,2,32767
82,3605,2.417,2,32767
83,3429,2.394,2,32767
84,3785,2.376,2,32767
85,3568,2.368,2,32767
86,3141,2.374,2,32767
87,3370,2.364,2,32767
88,3578,2.378,2,32767
89,3447,2.330,2,32767
90,3614,2.376,2,32767
91,3964,2.377,2,32767
92,4422,2.359,2,32767
93,4185,2.395,2,32767
94,4110,2.407,2,32767
95,4584,2.384,2,32767
96,4682,2.368,2,32767
97,4390,2.402,2,32767
98,4720,2.390,2,32767
99,4325,2.404,2,32767
100,3830,2.414,2,32767
101,3869,2.397,2,32767
