 ,Area,Mean,MinThr,MaxThr
1,1103.884,2.411,2,32767
2,963.572,2.377,2,32767
3,899.125,2.360,2,32767
4,944.175,2.337,2,32767
5,923.527,2.325,2,32767
6,901.315,2.318,2,32767
7,895.684,2.316,2,32767
8,921.337,2.336,2,32767
9,983.438,2.319,2,32767
10,939.952,2.309,2,32767
11,949.181,2.299,2,32767
12,1025.516,2.299,2,32767
13,950.902,2.306,2,32767
14,917.583,2.292,2,32767
15,997.516,2.288,2,32767
16,958.410,2.300,2,32767
17,915.080,2.306,2,32767
18,818.567,2.313,2,32767
19,872.064,2.284,2,32767
20,987.818,2.290,2,32767
21,969.516,2.279,2,32767
22,1058.208,2.290,2,32767
23,1085.426,2.304,2,32767
24,1150.186,2.278,2,32767
25,1014.253,2.281,2,32767
26,1091.057,2.274,2,32767
27,1062.432,2.282,2,32767
28,1064.153,2.261,2,32767
29,1031.929,2.285,2,32767
30,1035.683,2.282,2,32767
31,968.421,2.283,2,32767
32,997.360,2.289,2,32767
33,1043.505,2.269,2,32767
34,1039.907,2.266,2,32767
35,1076.510,2.270,2,32767
36,1023.482,2.291,2,32767
37,1007.683,2.281,2,32767
38,1060.868,2.288,2,32767
39,1096.845,2.292,2,32767
40,1145.649,2.289,2,32767
41,986.723,2.290,2,32767
42,962.477,2.303,2,32767
43,975.617,2.317,2,32767
44,960.443,2.326,2,32767
45,866.902,2.341,2,32767
46,920.399,2.347,2,32767
47,824.667,2.339,2,32767
48,837.181,2.329,2,32767
49,901.941,2.303,2,32767
50,918.365,2.306,2,32767
51,1174.588,2.266,2,32767
52,1205.247,2.264,2,32767
53,1109.046,2.277,2,32767
54,1087.303,2.275,2,32767
55,1172.398,2.275,2,32767
56,1055.706,2.277,2,32767
57,1034.276,2.307,2,32767
58,901.941,2.301,2,32767
59,967.639,2.306,2,32767
60,893.181,2.310,2,32767
61,875.036,2.272,2,32767
62,884.891,2.301,2,32767
63,987.661,2.284,2,32767
64,1273.917,2.265,2,32767
65,1101.851,2.256,2,32767
66,1196.957,2.278,2,32767
67,1337.112,2.253,2,32767
68,1317.247,2.255,2,32767
69,1218.387,2.264,2,32767
70,1214.007,2.272,2,32767
71,1241.381,2.285,2,32767
72,1272.509,2.262,2,32767
73,1371.526,2.271,2,32767
74,1210.722,2.274,2,32767
75,1230.744,2.279,2,32767
76,1186.945,2.287,2,32767
77,1139.236,2.276,2,32767
78,1196.331,2.282,2,32767
79,1064.622,2.298,2,32767
80,1065.248,2.278,2,32767
81,1040.533,2.272,2,32767
82,1001.270,2.290,2,32767
83,959.192,2.278,2,32767
84,965.918,2.280,2,32767
85,959.818,2.288,2,32767
86,1044.443,2.314,2,32767
87,1015.974,2.300,2,32767
88,984.063,2.319,2,32767
89,905.226,2.304,2,32767
90,957.002,2.313,2,32767
91,1021.918,2.297,2,32767
92,970.611,2.305,2,32767
93,1043.192,2.296,2,32767
94,993.762,2.289,2,32767
95,1000.332,2.302,2,32767
96,1018.946,2.292,2,32767
97,928.377,2.290,2,32767
98,877.382,2.300,2,32767
99,1030.521,2.276,2,32767
100,1023.482,2.282,2,32767
101,1108.264,2.250,2,32767
102,1140.487,2.279,2,32767
103,1098.097,2.284,2,32767
104,1091.683,2.294,2,32767
105,1080.264,2.295,2,32767
106,936.354,2.290,2,32767
107,947.617,2.304,2,32767
108,875.818,2.306,2,32767
109,934.008,2.279,2,32767
110,954.186,2.295,2,32767
111,969.516,2.303,2,32767
112,1072.443,2.294,2,32767
113,1060.555,2.270,2,32767
114,1114.678,2.268,2,32767
115,961.538,2.283,2,32767
116,985.158,2.265,2,32767
117,1048.354,2.283,2,32767
118,1055.393,2.279,2,32767
119,1074.946,2.296,2,32767
120,1059.929,2.257,2,32767
121,995.013,2.295,2,32767
122,957.315,2.252,2,32767
123,840.466,2.289,2,32767
124,951.214,2.292,2,32767
125,1088.398,2.278,2,32767
126,963.415,2.314,2,32767
127,1006.276,2.297,2,32767
128,943.550,2.287,2,32767
129,839.684,2.292,2,32767
130,933.069,2.268,2,32767
131,995.639,2.278,2,32767
132,1003.929,2.296,2,32767
133,879.416,2.313,2,32767
134,873.628,2.308,2,32767
135,962.164,2.322,2,32767
136,942.924,2.294,2,32767
137,901.159,2.311,2,32767
138,896.153,2.311,2,32767
139,985.628,2.316,2,32767
140,1061.337,2.321,2,32767
141,1036.935,2.319,2,32767
142,1134.387,2.298,2,32767
143,1002.209,2.291,2,32767
144,1193.828,2.297,2,32767
145,1176.465,2.320,2,32767
146,932.444,2.309,2,32767
147,858.142,2.302,2,32767
148,1007.058,2.308,2,32767
149,1028.957,2.285,2,32767
150,1018.164,2.313,2,32767
151,986.723,2.327,2,32767
152,955.281,2.319,2,32767
153,1069.784,2.295,2,32767
154,1017.225,2.309,2,32767
155,1136.733,2.293,2,32767
156,1028.644,2.327,2,32767
157,1053.672,2.310,2,32767
