 ,Area,Mean,MinThr,MaxThr
1,3812,2.181,2,32767
2,3636,2.166,2,32767
3,3600,2.160,2,32767
4,3339,2.158,2,32767
5,3408,2.176,2,32767
6,2954,2.146,2,32767
7,3064,2.156,2,32767
8,2705,2.130,2,32767
9,2841,2.138,2,32767
10,2943,2.176,2,32767
11,2714,2.136,2,32767
12,2977,2.165,2,32767
13,3014,2.137,2,32767
14,3239,2.131,2,32767
15,2958,2.098,2,32767
16,2802,2.092,2,32767
17,2514,2.125,2,32767
18,2147,2.106,2,32767
19,2861,2.120,2,32767
20,2886,2.097,2,32767
21,2795,2.127,2,32767
22,2280,2.129,2,32767
23,2671,2.143,2,32767
24,2801,2.122,2,32767
25,2581,2.104,2,32767
26,2722,2.132,2,32767
27,2796,2.122,2,32767
28,2922,2.112,2,32767
29,2592,2.105,2,32767
30,2674,2.119,2,32767
31,2826,2.109,2,32767
32,2718,2.122,2,32767
33,2598,2.114,2,32767
34,2711,2.105,2,32767
35,3247,2.115,2,32767
36,3292,2.091,2,32767
37,3675,2.118,2,32767
38,3568,2.090,2,32767
39,3315,2.125,2,32767
40,3023,2.127,2,32767
41,2916,2.115,2,32767
42,2996,2.107,2,32767
43,3526,2.099,2,32767
44,3449,2.101,2,32767
45,3986,2.125,2,32767
46,4161,2.142,2,32767
47,3574,2.119,2,32767
48,3091,2.149,2,32767
49,2414,2.126,2,32767
50,2805,2.141,2,32767
51,4143,2.089,2,32767
52,3687,2.103,2,32767
53,3924,2.093,2,32767
54,4149,2.121,2,32767
55,4364,2.120,2,32767
56,2916,2.097,2,32767
57,2846,2.111,2,32767
58,2883,2.099,2,32767
59,2894,2.105,2,32767
60,2832,2.104,2,32767
61,3080,2.096,2,32767
62,2762,2.124,2,32767
63,3277,2.104,2,32767
64,3246,2.091,2,32767
65,3119,2.086,2,32767
66,3777,2.103,2,32767
67,3781,2.108,2,32767
68,3938,2.099,2,32767
69,4233,2.129,2,32767
70,4597,2.124,2,32767
71,4937,2.147,2,32767
72,5459,2.122,2,32767
73,5564,2.128,2,32767
74,5916,2.186,2,32767
75,6067,2.166,2,32767
76,6027,2.150,2,32767
77,5022,2.129,2,32767
78,3984,2.108,2,32767
79,3109,2.082,2,32767
80,3827,2.078,2,32767
81,3909,2.104,2,32767
82,3338,2.120,2,32767
83,4432,2.148,2,32767
84,4392,2.141,2,32767
85,5222,2.161,2,32767
86,5073,2.207,2,32767
87,5042,2.169,2,32767
88,6350,2.179,2,32767
89,5851,2.189,2,32767
90,5914,2.216,2,32767
91,6664,2.231,2,32767
92,7025,2.272,2,32767
93,7948,2.249,2,32767
94,7380,2.272,2,32767
95,8282,2.335,2,32767
96,8845,2.307,2,32767
97,8951,2.368,2,32767
98,9199,2.402,2,32767
99,8611,2.343,2,32767
100,8321,2.412,2,32767
101,9644,2.430,2,32767
