 ,Area,Mean,MinThr,MaxThr
1,619,4.202,3,32767
2,490,4.239,3,32767
3,496,4.125,3,32767
4,468,4.406,3,32767
5,440,4.266,3,32767
6,419,4.315,3,32767
7,376,4.271,3,32767
8,323,4.505,3,32767
9,345,4.357,3,32767
10,370,4.141,3,32767
11,342,4.599,3,32767
12,313,4.588,3,32767
13,369,4.447,3,32767
14,345,4.638,3,32767
15,338,4.497,3,32767
16,327,4.486,3,32767
17,261,4.736,3,32767
18,406,4.232,3,32767
19,336,4.735,3,32767
20,357,4.406,3,32767
21,314,4.697,3,32767
22,291,4.515,3,32767
23,316,4.547,3,32767
24,347,4.501,3,32767
25,317,4.628,3,32767
26,313,4.348,3,32767
27,276,4.949,3,32767
28,294,4.520,3,32767
29,348,4.500,3,32767
30,469,4.362,3,32767
31,414,4.266,3,32767
32,402,4.363,3,32767
33,372,4.516,3,32767
34,400,4.372,3,32767
35,284,4.820,3,32767
36,370,4.516,3,32767
37,329,4.413,3,32767
38,305,4.538,3,32767
39,267,4.607,3,32767
40,337,4.582,3,32767
41,332,4.497,3,32767
42,299,4.468,3,32767
43,267,5.045,3,32767
44,270,4.911,3,32767
45,261,4.866,3,32767
46,257,4.856,3,32767
47,248,5.101,3,32767
48,316,4.620,3,32767
49,309,4.780,3,32767
50,347,4.660,3,32767
51,421,3.848,3,32767
52,276,4.207,3,32767
53,180,4.017,3,32767
54,313,4.042,3,32767
55,409,4.000,3,32767
56,276,3.837,3,32767
57,277,4.202,3,32767
58,321,3.978,3,32767
59,341,4.194,3,32767
60,287,4.195,3,32767
61,291,4.354,3,32767
62,229,4.502,3,32767
63,244,4.328,3,32767
64,285,4.200,3,32767
65,297,4.438,3,32767
66,178,4.466,3,32767
67,202,3.683,3,32767
68,278,3.921,3,32767
69,358,4.145,3,32767
70,404,3.973,3,32767
71,425,3.965,3,32767
72,581,3.706,3,32767
73,632,3.733,3,32767
74,532,3.483,3,32767
75,484,3.709,3,32767
76,443,3.781,3,32767
77,438,3.689,3,32767
78,398,3.771,3,32767
79,434,3.929,3,32767
80,391,4.077,3,32767
81,335,4.063,3,32767
82,329,4.012,3,32767
83,326,4.049,3,32767
84,300,3.810,3,32767
85,319,4.401,3,32767
86,318,4.280,3,32767
87,233,4.077,3,32767
88,346,4.075,3,32767
89,334,3.961,3,32767
90,402,3.863,3,32767
91,445,3.971,3,32767
92,401,3.686,3,32767
93,542,3.900,3,32767
94,405,4.086,3,32767
95,469,3.951,3,32767
96,424,4.198,3,32767
97,446,3.969,3,32767
98,343,3.551,3,32767
99,390,3.874,3,32767
100,388,3.817,3,32767
101,227,4.366,3,32767
102,307,4.046,3,32767
103,316,4.047,3,32767
104,233,4.189,3,32767
105,307,3.795,3,32767
106,288,3.972,3,32767
107,387,3.917,3,32767
108,369,4.051,3,32767
109,359,3.827,3,32767
110,434,3.730,3,32767
111,350,3.729,3,32767
112,362,3.773,3,32767
113,357,3.756,3,32767
114,318,3.594,3,32767
115,466,3.672,3,32767
116,405,3.960,3,32767
117,366,3.798,3,32767
118,395,3.833,3,32767
119,337,3.807,3,32767
120,414,3.618,3,32767
121,376,3.660,3,32767
122,379,3.876,3,32767
123,396,3.854,3,32767
124,420,3.840,3,32767
125,506,3.632,3,32767
126,563,3.718,3,32767
127,567,3.705,3,32767
128,414,3.891,3,32767
129,471,3.762,3,32767
130,452,3.812,3,32767
131,445,3.872,3,32767
132,480,3.827,3,32767
133,487,3.908,3,32767
134,490,3.922,3,32767
135,614,3.751,3,32767
136,505,3.885,3,32767
137,497,3.964,3,32767
138,484,4.019,3,32767
139,467,4.221,3,32767
140,470,4.000,3,32767
141,419,4.124,3,32767
142,362,4.008,3,32767
143,344,3.974,3,32767
144,311,4.158,3,32767
145,267,4.165,3,32767
146,306,4.415,3,32767
147,300,4.273,3,32767
148,389,4.144,3,32767
149,359,4.181,3,32767
150,332,4.193,3,32767
151,348,4.310,3,32767
152,312,3.946,3,32767
153,405,3.768,3,32767
154,396,3.962,3,32767
155,467,3.803,3,32767
156,386,3.764,3,32767
157,397,3.819,3,32767
158,433,3.855,3,32767
159,451,3.681,3,32767
160,474,3.871,3,32767
161,461,3.855,3,32767
162,506,3.674,3,32767
163,422,3.874,3,32767
164,365,3.816,3,32767
165,330,3.961,3,32767
166,302,4.060,3,32767
167,306,4.069,3,32767
168,325,3.938,3,32767
169,301,4.096,3,32767
170,328,4.021,3,32767
171,308,4.231,3,32767
172,313,4.150,3,32767
173,344,4.041,3,32767
174,286,4.056,3,32767
175,327,3.878,3,32767
176,293,3.966,3,32767
177,311,3.878,3,32767
178,368,3.766,3,32767
179,394,3.855,3,32767
180,322,3.994,3,32767
181,377,3.851,3,32767
182,301,4.000,3,32767
183,306,3.863,3,32767
184,272,3.897,3,32767
185,255,4.220,3,32767
186,254,4.118,3,32767
187,261,4.184,3,32767
188,221,4.376,3,32767
189,265,4.189,3,32767
190,259,4.166,3,32767
191,206,4.481,3,32767
192,273,4.048,3,32767
193,304,3.964,3,32767
194,349,3.934,3,32767
195,280,3.971,3,32767
196,278,3.906,3,32767
197,432,3.792,3,32767
198,390,3.785,3,32767
199,432,3.817,3,32767
200,321,3.857,3,32767
