 ,Area,Mean,MinThr,MaxThr
1,2102,2.447,2,32767
2,1764,2.571,2,32767
3,1883,2.502,2,32767
4,1718,2.552,2,32767
5,1770,2.549,2,32767
6,1771,2.552,2,32767
7,1722,2.564,2,32767
8,1694,2.527,2,32767
9,1924,2.487,2,32767
10,2093,2.499,2,32767
11,2159,2.396,2,32767
12,2020,2.441,2,32767
13,1899,2.446,2,32767
14,2135,2.400,2,32767
15,2296,2.354,2,32767
16,2414,2.346,2,32767
17,2840,2.312,2,32767
18,2311,2.367,2,32767
19,2025,2.339,2,32767
20,1901,2.455,2,32767
21,1782,2.359,2,32767
22,1810,2.325,2,32767
23,1650,2.396,2,32767
24,1590,2.428,2,32767
25,1835,2.400,2,32767
26,1665,2.396,2,32767
27,1468,2.456,2,32767
28,1343,2.488,2,32767
29,1342,2.496,2,32767
30,1381,2.457,2,32767
31,1481,2.433,2,32767
32,1477,2.510,2,32767
33,1191,2.458,2,32767
34,1184,2.428,2,32767
35,1337,2.476,2,32767
36,1253,2.487,2,32767
37,1248,2.517,2,32767
38,1288,2.414,2,32767
39,1237,2.394,2,32767
40,1466,2.442,2,32767
41,1433,2.503,2,32767
42,1322,2.480,2,32767
43,1046,2.439,2,32767
44,1201,2.445,2,32767
45,1206,2.438,2,32767
46,1293,2.493,2,32767
47,1201,2.443,2,32767
48,1427,2.465,2,32767
49,1283,2.461,2,32767
50,1357,2.454,2,32767
51,1483,2.348,2,32767
52,1607,2.365,2,32767
53,1665,2.569,2,32767
54,1587,2.506,2,32767
55,1593,2.522,2,32767
56,1301,2.553,2,32767
57,1346,2.495,2,32767
58,1241,2.482,2,32767
59,1506,2.504,2,32767
60,1519,2.373,2,32767
61,1700,2.370,2,32767
62,1719,2.422,2,32767
63,1467,2.478,2,32767
64,1606,2.542,2,32767
65,1411,2.632,2,32767
66,1508,2.591,2,32767
67,1519,2.467,2,32767
68,1488,2.474,2,32767
69,1253,2.557,2,32767
70,1266,2.625,2,32767
71,1323,2.583,2,32767
72,1242,2.562,2,32767
73,1547,2.532,2,32767
74,1608,2.608,2,32767
75,1557,2.581,2,32767
76,1662,2.588,2,32767
77,1777,2.618,2,32767
78,1702,2.606,2,32767
79,1572,2.542,2,32767
80,1829,2.473,2,32767
81,1690,2.564,2,32767
82,1744,2.520,2,32767
83,1892,2.447,2,32767
84,1800,2.568,2,32767
85,2070,2.409,2,32767
86,2215,2.339,2,32767
87,2392,2.495,2,32767
88,2378,2.540,2,32767
89,2592,2.470,2,32767
90,2292,2.483,2,32767
91,2255,2.706,2,32767
92,2517,2.608,2,32767
93,2437,2.654,2,32767
94,2228,2.825,2,32767
95,2174,2.863,2,32767
96,2189,2.688,2,32767
97,2259,2.873,2,32767
98,2335,2.752,2,32767
99,2250,2.834,2,32767
100,2487,2.863,2,32767
101,2602,2.960,2,32767
102,2371,3.318,2,32767
103,2478,3.198,2,32767
104,2338,3.275,2,32767
105,2584,3.185,2,32767
106,2475,3.261,2,32767
107,2589,3.027,2,32767
108,2401,3.075,2,32767
109,2373,2.935,2,32767
110,2379,3.159,2,32767
111,2152,3.041,2,32767
112,2099,2.966,2,32767
113,2304,3.083,2,32767
114,2470,2.934,2,32767
115,2487,2.842,2,32767
116,2557,2.654,2,32767
117,2421,2.758,2,32767
118,2356,2.843,2,32767
119,2403,2.913,2,32767
120,2412,2.926,2,32767
121,2303,2.979,2,32767
122,2308,2.970,2,32767
123,2142,2.922,2,32767
124,2260,2.983,2,32767
125,1919,2.990,2,32767
126,1932,3.116,2,32767
127,1708,3.016,2,32767
128,1883,2.931,2,32767
129,1683,2.954,2,32767
130,1660,2.959,2,32767
131,1640,2.885,2,32767
132,1564,2.856,2,32767
133,1471,2.869,2,32767
134,1690,2.644,2,32767
135,1652,2.650,2,32767
136,1500,2.604,2,32767
137,1485,2.650,2,32767
138,1464,2.625,2,32767
139,1422,2.695,2,32767
140,1325,2.648,2,32767
141,1379,2.467,2,32767
142,1279,2.481,2,32767
143,1237,2.519,2,32767
144,1272,2.536,2,32767
145,1336,2.471,2,32767
146,1234,2.566,2,32767
147,1301,2.567,2,32767
148,1405,2.544,2,32767
149,1442,2.583,2,32767
150,1440,2.568,2,32767
151,1357,2.618,2,32767
152,1275,2.628,2,32767
153,1154,2.597,2,32767
154,1132,2.514,2,32767
155,1185,2.471,2,32767
156,1042,2.481,2,32767
157,989,2.567,2,32767
158,961,2.585,2,32767
159,1024,2.609,2,32767
160,1074,2.561,2,32767
161,1230,2.591,2,32767
162,961,2.644,2,32767
163,986,2.520,2,32767
164,1078,2.516,2,32767
165,1067,2.515,2,32767
166,866,2.649,2,32767
167,874,2.577,2,32767
168,811,2.584,2,32767
169,887,2.582,2,32767
170,890,2.622,2,32767
171,724,2.610,2,32767
172,821,2.558,2,32767
173,1001,2.532,2,32767
174,970,2.585,2,32767
175,942,2.470,2,32767
176,953,2.545,2,32767
177,984,2.484,2,32767
178,970,2.561,2,32767
179,865,2.563,2,32767
180,804,2.725,2,32767
181,866,2.637,2,32767
182,857,2.644,2,32767
183,887,2.619,2,32767
184,883,2.651,2,32767
185,939,2.610,2,32767
186,918,2.605,2,32767
187,788,2.651,2,32767
188,867,2.617,2,32767
189,997,2.545,2,32767
190,1014,2.598,2,32767
191,809,2.608,2,32767
192,1009,2.552,2,32767
193,969,2.637,2,32767
194,999,2.498,2,32767
195,1157,2.531,2,32767
196,1367,2.393,2,32767
197,1148,2.482,2,32767
198,1252,2.522,2,32767
199,1403,2.422,2,32767
200,1452,2.437,2,32767
