 ,Area,Mean,MinThr,MaxThr
1,1471,3.022,2,32767
2,1411,3.011,2,32767
3,1363,2.932,2,32767
4,1500,2.833,2,32767
5,1342,2.913,2,32767
6,1247,3.095,2,32767
7,1214,3.076,2,32767
8,1019,3.306,2,32767
9,1126,3.099,2,32767
10,1217,2.964,2,32767
11,995,3.164,2,32767
12,1059,3.061,2,32767
13,1345,2.859,2,32767
14,1180,3.048,2,32767
15,1097,2.925,2,32767
16,1165,3.070,2,32767
17,1178,2.987,2,32767
18,1300,2.936,2,32767
19,1259,2.872,2,32767
20,1405,2.796,2,32767
21,1520,2.845,2,32767
22,1370,2.801,2,32767
23,1308,2.887,2,32767
24,1182,2.919,2,32767
25,1196,2.980,2,32767
26,1190,3.063,2,32767
27,1280,2.912,2,32767
28,1159,3.005,2,32767
29,1236,2.942,2,32767
30,1155,2.940,2,32767
31,1151,2.996,2,32767
32,998,2.988,2,32767
33,1102,2.995,2,32767
34,1101,2.943,2,32767
35,1115,2.965,2,32767
36,1179,2.955,2,32767
37,1164,2.825,2,32767
38,1382,2.800,2,32767
39,1155,3.048,2,32767
40,1156,2.934,2,32767
41,1264,2.878,2,32767
42,1310,2.838,2,32767
43,1064,3.001,2,32767
44,1024,2.937,2,32767
45,1034,2.927,2,32767
46,1006,3.054,2,32767
47,978,3.134,2,32767
48,1306,2.915,2,32767
49,1141,3.023,2,32767
50,1167,2.926,2,32767
51,1275,2.753,2,32767
52,1124,2.698,2,32767
53,1154,3.076,2,32767
54,1193,3.003,2,32767
55,1385,2.966,2,32767
56,1315,3.019,2,32767
57,1255,2.978,2,32767
58,1304,2.895,2,32767
59,1301,2.930,2,32767
60,1268,3.059,2,32767
61,1251,2.926,2,32767
62,1398,2.909,2,32767
63,1123,2.887,2,32767
64,1081,2.984,2,32767
65,1245,2.878,2,32767
66,1125,3.006,2,32767
67,1215,2.956,2,32767
68,1216,3.002,2,32767
69,1301,2.960,2,32767
70,1310,2.747,2,32767
71,1366,2.757,2,32767
72,1323,2.887,2,32767
73,1311,2.793,2,32767
74,1269,2.774,2,32767
75,1151,2.655,2,32767
76,1132,2.887,2,32767
77,1113,2.817,2,32767
78,1026,2.747,2,32767
79,982,2.714,2,32767
80,840,2.604,2,32767
81,1081,2.755,2,32767
82,946,2.556,2,32767
83,1193,2.640,2,32767
84,1407,2.693,2,32767
85,1221,2.748,2,32767
86,1306,2.836,2,32767
87,1075,2.772,2,32767
88,1422,2.751,2,32767
89,1259,3.007,2,32767
90,1628,2.763,2,32767
91,1762,2.691,2,32767
92,2159,2.659,2,32767
93,2214,2.682,2,32767
94,1980,2.722,2,32767
95,1976,2.723,2,32767
96,2018,2.753,2,32767
97,1768,2.790,2,32767
98,1676,2.785,2,32767
99,1522,2.919,2,32767
100,1206,2.990,2,32767
101,1335,2.940,2,32767
102,1245,2.998,2,32767
103,1288,3.058,2,32767
104,1362,2.930,2,32767
105,1187,3.022,2,32767
106,1252,3.093,2,32767
107,1152,3.098,2,32767
108,1087,2.943,2,32767
109,1111,3.140,2,32767
110,1099,2.997,2,32767
111,1021,3.157,2,32767
112,1065,2.976,2,32767
113,977,3.080,2,32767
114,1067,2.997,2,32767
115,1149,2.989,2,32767
116,1068,2.978,2,32767
117,971,2.801,2,32767
118,994,2.788,2,32767
119,970,3.149,2,32767
120,1095,3.073,2,32767
121,1011,3.083,2,32767
122,1153,2.832,2,32767
123,811,2.700,2,32767
124,812,2.584,2,32767
125,1028,3.054,2,32767
126,905,3.371,2,32767
127,940,3.339,2,32767
128,870,3.390,2,32767
129,942,3.298,2,32767
130,993,3.191,2,32767
131,1073,3.117,2,32767
132,974,3.147,2,32767
133,1125,3.018,2,32767
134,1189,2.962,2,32767
135,1197,2.990,2,32767
136,1343,2.876,2,32767
137,1384,2.872,2,32767
138,1255,2.905,2,32767
139,1453,2.875,2,32767
140,1552,2.881,2,32767
141,1646,2.817,2,32767
142,1318,2.917,2,32767
143,1425,2.865,2,32767
144,1370,2.879,2,32767
145,1147,2.827,2,32767
146,1243,2.966,2,32767
147,1128,2.912,2,32767
148,1016,2.867,2,32767
149,1099,2.788,2,32767
150,958,3.115,2,32767
151,1097,3.157,2,32767
152,1033,3.308,2,32767
153,1114,3.219,2,32767
154,1074,3.263,2,32767
155,1099,3.135,2,32767
156,1103,3.278,2,32767
157,1144,3.153,2,32767
158,1241,3.055,2,32767
159,1302,2.945,2,32767
160,1151,3.139,2,32767
161,1245,3.120,2,32767
162,1557,2.867,2,32767
163,1628,2.821,2,32767
164,1429,2.966,2,32767
165,1344,2.968,2,32767
166,1252,2.990,2,32767
167,1405,3.016,2,32767
168,1336,3.019,2,32767
169,1451,2.848,2,32767
170,1425,2.902,2,32767
171,1627,2.800,2,32767
172,1480,2.876,2,32767
173,1332,2.843,2,32767
174,1322,2.855,2,32767
175,1348,2.948,2,32767
176,1397,2.735,2,32767
177,1368,2.781,2,32767
178,1483,2.748,2,32767
179,1493,2.629,2,32767
180,1267,2.537,2,32767
181,1188,2.893,2,32767
182,1127,3.025,2,32767
183,1120,3.055,2,32767
184,1149,3.065,2,32767
185,1265,2.935,2,32767
186,1434,2.949,2,32767
187,1257,3.026,2,32767
188,1302,2.848,2,32767
189,1290,2.975,2,32767
190,1310,2.857,2,32767
191,1444,2.717,2,32767
192,1489,2.696,2,32767
193,1276,2.788,2,32767
194,1369,2.722,2,32767
195,1345,2.694,2,32767
196,1409,2.794,2,32767
197,1692,2.658,2,32767
198,1880,2.563,2,32767
199,1811,2.572,2,32767
200,1880,2.487,2,32767
