
Selection
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,Set 1,ID,
1.31095,,Spot,Selected Surfaces - W2,1,ibranched,0,
1.65025,,Spot,Selected Surfaces - W2,1,ibranched,17,
0.949761,,Spot,Selected Surfaces - W2,1,ibranched,29,
3.52799,,Spot,Selected Surfaces - W2,1,ibranched,32,
0.752177,,Spot,Selected Surfaces - W2,1,ibranched,49,
1.09942,,Spot,Selected Surfaces - W2,1,ibranched,50,
0.415131,,Spot,Selected Surfaces - W2,1,ibranched,54,
1.1596,,Spot,Selected Surfaces - W2,1,ibranched,60,
0.848574,,Spot,Selected Surfaces - W2,1,ibranched,70,
3.18334,,Spot,Selected Surfaces - W2,1,ibranched,77,
2.63245,,Spot,Selected Surfaces - W2,1,ibranched,84,
1.59719,,Spot,Selected Surfaces - W2,1,ibranched,89,
2.3411,,Spot,Selected Surfaces - W2,1,ibranched,96,
1.65025,,Spot,Selected Surfaces - W2,1,ibranched,97,
0.731559,,Spot,Selected Surfaces - W2,1,ibranched,99,
3.49312,,Spot,Selected Surfaces - W2,1,ibranched,104,
2.65813,,Spot,Selected Surfaces - W2,1,ibranched,107,
1.49677,,Spot,Selected Surfaces - W2,1,ibranched,111,
1.02961,,Spot,Selected Surfaces - W2,1,ibranched,125,
1.94677,,Spot,Selected Surfaces - W2,1,ibranched,131,
1.31276,,Spot,Selected Surfaces - W2,1,ibranched,137,
2.18593,,Spot,Selected Surfaces - W2,1,ibranched,144,
1.72775,,Spot,Selected Surfaces - W2,1,ibranched,147,
2.40134,,Spot,Selected Surfaces - W2,1,ibranched,148,
1.43112,,Spot,Selected Surfaces - W2,1,ibranched,158,
0.951942,,Spot,Selected Surfaces - W2,1,ibranched,179,
1.32401,,Spot,Selected Surfaces - W2,1,ibranched,188,
1.36445,,Spot,Selected Surfaces - W2,1,ibranched,196,
0.617281,,Spot,Selected Surfaces - W2,1,ibranched,206,
1.19764,,Spot,Selected Surfaces - W2,1,ibranched,218,
2.2904,,Spot,Selected Surfaces - W2,1,ibranched,225,
1.24167,,Spot,Selected Surfaces - W2,1,ibranched,226,
