
Detailed
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,ID,
2.3192,,Spot,Selected Surfaces - W2,1,0,
5.53609,,Spot,Selected Surfaces - W2,1,1,
2.78814,,Spot,Selected Surfaces - W2,1,2,
0.92826,,Spot,Selected Surfaces - W2,1,3,
2.44884,,Spot,Selected Surfaces - W2,1,4,
3.11292,,Spot,Selected Surfaces - W2,1,5,
1.42176,,Spot,Selected Surfaces - W2,1,6,
2.8509,,Spot,Selected Surfaces - W2,1,7,
1.23724,,Spot,Selected Surfaces - W2,1,8,
2.10872,,Spot,Selected Surfaces - W2,1,9,
2.1655,,Spot,Selected Surfaces - W2,1,10,
5.75543,,Spot,Selected Surfaces - W2,1,11,
1.02152,,Spot,Selected Surfaces - W2,1,12,
4.31837,,Spot,Selected Surfaces - W2,1,13,
1.03398,,Spot,Selected Surfaces - W2,1,14,
3.22159,,Spot,Selected Surfaces - W2,1,15,
1.24541,,Spot,Selected Surfaces - W2,1,16,
2.66495,,Spot,Selected Surfaces - W2,1,17,
1.34983,,Spot,Selected Surfaces - W2,1,18,
2.5104,,Spot,Selected Surfaces - W2,1,19,
2.22597,,Spot,Selected Surfaces - W2,1,20,
1.8001,,Spot,Selected Surfaces - W2,1,21,
2.07567,,Spot,Selected Surfaces - W2,1,22,
1.5423,,Spot,Selected Surfaces - W2,1,23,
4.06328,,Spot,Selected Surfaces - W2,1,24,
1.97571,,Spot,Selected Surfaces - W2,1,25,
0.830261,,Spot,Selected Surfaces - W2,1,26,
1.76126,,Spot,Selected Surfaces - W2,1,27,
1.52448,,Spot,Selected Surfaces - W2,1,28,
4.04285,,Spot,Selected Surfaces - W2,1,29,
1.5423,,Spot,Selected Surfaces - W2,1,30,
2.70001,,Spot,Selected Surfaces - W2,1,31,
2.1562,,Spot,Selected Surfaces - W2,1,32,
1.18624,,Spot,Selected Surfaces - W2,1,33,
1.61979,,Spot,Selected Surfaces - W2,1,34,
2.20492,,Spot,Selected Surfaces - W2,1,35,
2.43117,,Spot,Selected Surfaces - W2,1,36,
1.80009,,Spot,Selected Surfaces - W2,1,37,
1.80009,,Spot,Selected Surfaces - W2,1,38,
2.35606,,Spot,Selected Surfaces - W2,1,39,
0.928274,,Spot,Selected Surfaces - W2,1,40,
1.02684,,Spot,Selected Surfaces - W2,1,41,
0.415131,,Spot,Selected Surfaces - W2,1,42,
2.21006,,Spot,Selected Surfaces - W2,1,43,
1.75079,,Spot,Selected Surfaces - W2,1,44,
2.56157,,Spot,Selected Surfaces - W2,1,45,
2.80952,,Spot,Selected Surfaces - W2,1,46,
1.47066,,Spot,Selected Surfaces - W2,1,47,
2.96846,,Spot,Selected Surfaces - W2,1,48,
1.60174,,Spot,Selected Surfaces - W2,1,49,
1.93838,,Spot,Selected Surfaces - W2,1,50,
1.93591,,Spot,Selected Surfaces - W2,1,51,
5.13611,,Spot,Selected Surfaces - W2,1,52,
1.80012,,Spot,Selected Surfaces - W2,1,53,
2.19604,,Spot,Selected Surfaces - W2,1,54,
2.05851,,Spot,Selected Surfaces - W2,1,55,
1.51371,,Spot,Selected Surfaces - W2,1,56,
2.08463,,Spot,Selected Surfaces - W2,1,57,
1.85652,,Spot,Selected Surfaces - W2,1,58,
2.59821,,Spot,Selected Surfaces - W2,1,59,
2.05537,,Spot,Selected Surfaces - W2,1,60,
1.49679,,Spot,Selected Surfaces - W2,1,61,
1.64988,,Spot,Selected Surfaces - W2,1,62,
5.87841,,Spot,Selected Surfaces - W2,1,63,
1.94496,,Spot,Selected Surfaces - W2,1,64,
2.07071,,Spot,Selected Surfaces - W2,1,65,
2.72888,,Spot,Selected Surfaces - W2,1,66,
4.83771,,Spot,Selected Surfaces - W2,1,67,
